dataset,dataset_kind,ablation,model,status,n_nodes,n_features,n_train,n_test,n_anomalies_total,n_anomalies_train,n_anomalies_test,runtime_sec,json_file,roc_auc,pr_auc,k_at_pos,hits_at_pos,precision_at_k_at_pos,recall_at_k_at_pos,hits_at_k_at_pos,k_at_1pct,hits_at_1pct,precision_at_k_at_1pct,recall_at_k_at_1pct,hits_at_k_at_1pct,k_at_5pct,hits_at_5pct,precision_at_k_at_5pct,recall_at_k_at_5pct,hits_at_k_at_5pct
FraudAmazon,dgl_fraud_heterograph,attr_only,RandomForest,ok,11944,25,6910,1729,821,637,184,1.3772361278533936,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__attr_only__RandomForest.json,0.9765161108766005,0.9105156045424888,184,159,0.8641304347826086,0.8641304347826086,1.0,17,17,1.0,0.09239130434782608,1.0,86,84,0.9767441860465116,0.45652173913043476,1.0
FraudAmazon,dgl_fraud_heterograph,degree_only,ExtraTrees,ok,11944,9,6910,1729,821,637,184,0.8076727390289307,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__degree_only__ExtraTrees.json,0.7793495849162796,0.3229874395535283,184,64,0.34782608695652173,0.34782608695652173,1.0,17,11,0.6470588235294118,0.059782608695652176,1.0,86,36,0.4186046511627907,0.1956521739130435,1.0
FraudAmazon,dgl_fraud_heterograph,degree_only,GradientBoosting,ok,11944,9,6910,1729,821,637,184,3.552751302719116,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__degree_only__GradientBoosting.json,0.815115379203602,0.3822110570806079,184,84,0.45652173913043476,0.45652173913043476,1.0,17,10,0.5882352941176471,0.05434782608695652,1.0,86,43,0.5,0.23369565217391305,1.0
FraudAmazon,dgl_fraud_heterograph,degree_only,IsolationForest,ok,11944,9,6910,1729,821,637,184,0.773665189743042,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__degree_only__IsolationForest.json,0.6184079076966371,0.15519592216115596,184,37,0.20108695652173914,0.20108695652173914,1.0,17,1,0.058823529411764705,0.005434782608695652,1.0,86,14,0.16279069767441862,0.07608695652173914,1.0
FraudAmazon,dgl_fraud_heterograph,degree_only,LogisticRegression,ok,11944,9,6910,1729,821,637,184,0.0299990177154541,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__degree_only__LogisticRegression.json,0.7932074011537921,0.3137730101236715,184,72,0.391304347826087,0.391304347826087,1.0,17,7,0.4117647058823529,0.03804347826086957,1.0,86,36,0.4186046511627907,0.1956521739130435,1.0
FraudAmazon,dgl_fraud_heterograph,degree_only,RandomForest,ok,11944,9,6910,1729,821,637,184,1.90525484085083,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__degree_only__RandomForest.json,0.7686822850710567,0.326182353114075,184,66,0.358695652173913,0.358695652173913,1.0,17,11,0.6470588235294118,0.059782608695652176,1.0,86,40,0.46511627906976744,0.21739130434782608,1.0
FraudAmazon,dgl_fraud_heterograph,full,ExtraTrees,ok,11944,46,6910,1729,821,637,184,0.8255615234375,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__full__ExtraTrees.json,0.9584318277754327,0.8397478900509585,184,131,0.7119565217391305,0.7119565217391305,1.0,17,17,1.0,0.09239130434782608,1.0,86,86,1.0,0.4673913043478261,1.0
FraudAmazon,dgl_fraud_heterograph,full,GradientBoosting,ok,11944,46,6910,1729,821,637,184,6.70580530166626,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__full__GradientBoosting.json,0.9873610524834671,0.9314357266941603,184,161,0.875,0.875,1.0,17,17,1.0,0.09239130434782608,1.0,86,83,0.9651162790697675,0.45108695652173914,1.0
FraudAmazon,dgl_fraud_heterograph,full,IsolationForest,ok,11944,46,6910,1729,821,637,184,1.4265637397766113,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__full__IsolationForest.json,0.7892429998592937,0.24158794030413872,184,45,0.24456521739130435,0.24456521739130435,1.0,17,0,0.0,0.0,0.0,86,21,0.2441860465116279,0.11413043478260869,1.0
FraudAmazon,dgl_fraud_heterograph,full,LogisticRegression,ok,11944,46,6910,1729,821,637,184,0.08407783508300781,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__full__LogisticRegression.json,0.9748276347263262,0.885389188143909,184,155,0.842391304347826,0.842391304347826,1.0,17,16,0.9411764705882353,0.08695652173913043,1.0,86,83,0.9651162790697675,0.45108695652173914,1.0
FraudAmazon,dgl_fraud_heterograph,full,RandomForest,ok,11944,46,6910,1729,821,637,184,1.661921739578247,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__full__RandomForest.json,0.9772917546081328,0.9198109319972573,184,159,0.8641304347826086,0.8641304347826086,1.0,17,17,1.0,0.09239130434782608,1.0,86,85,0.9883720930232558,0.46195652173913043,1.0
FraudAmazon,dgl_fraud_heterograph,no_degree_struct,ExtraTrees,ok,11944,12,6910,1729,821,637,184,0.7848508358001709,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__no_degree_struct__ExtraTrees.json,0.6662762065569157,0.19797117697687777,184,48,0.2608695652173913,0.2608695652173913,1.0,17,3,0.17647058823529413,0.016304347826086956,1.0,86,25,0.29069767441860467,0.1358695652173913,1.0
FraudAmazon,dgl_fraud_heterograph,no_degree_struct,GradientBoosting,ok,11944,12,6910,1729,821,637,184,2.3590126037597656,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__no_degree_struct__GradientBoosting.json,0.7614112846489376,0.2624735414908239,184,52,0.2826086956521739,0.2826086956521739,1.0,17,5,0.29411764705882354,0.02717391304347826,1.0,86,32,0.37209302325581395,0.17391304347826086,1.0
FraudAmazon,dgl_fraud_heterograph,no_degree_struct,IsolationForest,ok,11944,12,6910,1729,821,637,184,0.7602546215057373,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__no_degree_struct__IsolationForest.json,0.3823712536935416,0.07965295338599819,184,4,0.021739130434782608,0.021739130434782608,1.0,17,0,0.0,0.0,0.0,86,0,0.0,0.0,0.0
FraudAmazon,dgl_fraud_heterograph,no_degree_struct,LogisticRegression,ok,11944,12,6910,1729,821,637,184,0.028087377548217773,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__no_degree_struct__LogisticRegression.json,0.765966652596032,0.26505973723992593,184,61,0.33152173913043476,0.33152173913043476,1.0,17,4,0.23529411764705882,0.021739130434782608,1.0,86,37,0.43023255813953487,0.20108695652173914,1.0
FraudAmazon,dgl_fraud_heterograph,no_degree_struct,RandomForest,ok,11944,12,6910,1729,821,637,184,1.47294282913208,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__no_degree_struct__RandomForest.json,0.6823818066694808,0.19722214918856865,184,47,0.2554347826086957,0.2554347826086957,1.0,17,5,0.29411764705882354,0.02717391304347826,1.0,86,22,0.2558139534883721,0.11956521739130435,1.0
FraudAmazon,dgl_fraud_heterograph,struct_only,ExtraTrees,ok,11944,21,6910,1729,821,637,184,0.8512661457061768,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__struct_only__ExtraTrees.json,0.7675918108906712,0.28511686097559275,184,60,0.32608695652173914,0.32608695652173914,1.0,17,8,0.47058823529411764,0.043478260869565216,1.0,86,30,0.3488372093023256,0.16304347826086957,1.0
FraudAmazon,dgl_fraud_heterograph,struct_only,GradientBoosting,ok,11944,21,6910,1729,821,637,184,5.750996351242065,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__struct_only__GradientBoosting.json,0.8149430139299283,0.3806984290770802,184,84,0.45652173913043476,0.45652173913043476,1.0,17,10,0.5882352941176471,0.05434782608695652,1.0,86,43,0.5,0.23369565217391305,1.0
FraudAmazon,dgl_fraud_heterograph,struct_only,IsolationForest,ok,11944,21,6910,1729,821,637,184,0.7489254474639893,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__struct_only__IsolationForest.json,0.5146317011397215,0.10598925102721041,184,19,0.10326086956521739,0.10326086956521739,1.0,17,0,0.0,0.0,0.0,86,5,0.05813953488372093,0.02717391304347826,1.0
FraudAmazon,dgl_fraud_heterograph,struct_only,LogisticRegression,ok,11944,21,6910,1729,821,637,184,0.04526543617248535,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__struct_only__LogisticRegression.json,0.7932109188124384,0.3137799336140863,184,72,0.391304347826087,0.391304347826087,1.0,17,7,0.4117647058823529,0.03804347826086957,1.0,86,36,0.4186046511627907,0.1956521739130435,1.0
FraudAmazon,dgl_fraud_heterograph,struct_only,RandomForest,ok,11944,21,6910,1729,821,637,184,1.8095884323120117,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudAmazon__struct_only__RandomForest.json,0.765331715210356,0.3308182929240685,184,65,0.3532608695652174,0.3532608695652174,1.0,17,10,0.5882352941176471,0.05434782608695652,1.0,86,36,0.4186046511627907,0.1956521739130435,1.0
FraudYelp,dgl_fraud_heterograph,attr_only,ExtraTrees,ok,45954,32,36762,9192,6677,5377,1300,4.656644821166992,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__attr_only__ExtraTrees.json,0.9004783324885961,0.6794542328542732,1300,801,0.6161538461538462,0.6161538461538462,1.0,91,88,0.967032967032967,0.06769230769230769,1.0,459,396,0.8627450980392157,0.3046153846153846,1.0
FraudYelp,dgl_fraud_heterograph,attr_only,GradientBoosting,ok,45954,32,36762,9192,6677,5377,1300,27.572733879089355,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__attr_only__GradientBoosting.json,0.8893295547584701,0.6676163048346333,1300,802,0.6169230769230769,0.6169230769230769,1.0,91,86,0.945054945054945,0.06615384615384616,1.0,459,395,0.8605664488017429,0.3038461538461538,1.0
FraudYelp,dgl_fraud_heterograph,attr_only,IsolationForest,ok,45954,32,36762,9192,6677,5377,1300,1.8469457626342773,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__attr_only__IsolationForest.json,0.6315938243206363,0.26074722440676507,1300,364,0.28,0.28,1.0,91,52,0.5714285714285714,0.04,1.0,459,177,0.38562091503267976,0.13615384615384615,1.0
FraudYelp,dgl_fraud_heterograph,attr_only,LogisticRegression,ok,45954,32,36762,9192,6677,5377,1300,0.4763941764831543,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__attr_only__LogisticRegression.json,0.7771916059105618,0.39654116601317213,1300,534,0.4107692307692308,0.4107692307692308,1.0,91,66,0.7252747252747253,0.05076923076923077,1.0,459,242,0.5272331154684096,0.18615384615384614,1.0
FraudYelp,dgl_fraud_heterograph,attr_only,RandomForest,ok,45954,32,36762,9192,6677,5377,1300,11.302045583724976,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__attr_only__RandomForest.json,0.9374299680299426,0.783489729640537,1300,917,0.7053846153846154,0.7053846153846154,1.0,91,90,0.989010989010989,0.06923076923076923,1.0,459,425,0.9259259259259259,0.3269230769230769,1.0
FraudYelp,dgl_fraud_heterograph,degree_only,ExtraTrees,ok,45954,9,36762,9192,6677,5377,1300,2.7231056690216064,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__degree_only__ExtraTrees.json,0.5797869799992201,0.22450468269678225,1300,312,0.24,0.24,1.0,91,53,0.5824175824175825,0.040769230769230766,1.0,459,151,0.3289760348583878,0.11615384615384615,1.0
FraudYelp,dgl_fraud_heterograph,degree_only,GradientBoosting,ok,45954,9,36762,9192,6677,5377,1300,16.45832324028015,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__degree_only__GradientBoosting.json,0.5750980057702054,0.2012871607622719,1300,300,0.23076923076923078,0.23076923076923078,1.0,91,41,0.45054945054945056,0.031538461538461536,1.0,459,125,0.27233115468409586,0.09615384615384616,1.0
FraudYelp,dgl_fraud_heterograph,degree_only,IsolationForest,ok,45954,9,36762,9192,6677,5377,1300,1.5484426021575928,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__degree_only__IsolationForest.json,0.5397478946547625,0.16683294207931063,1300,242,0.18615384615384614,0.18615384615384614,1.0,91,21,0.23076923076923078,0.016153846153846154,1.0,459,90,0.19607843137254902,0.06923076923076923,1.0
FraudYelp,dgl_fraud_heterograph,degree_only,LogisticRegression,ok,45954,9,36762,9192,6677,5377,1300,0.1000056266784668,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__degree_only__LogisticRegression.json,0.5490254006004133,0.1737945257364592,1300,258,0.19846153846153847,0.19846153846153847,1.0,91,27,0.2967032967032967,0.02076923076923077,1.0,459,107,0.23311546840958605,0.0823076923076923,1.0
FraudYelp,dgl_fraud_heterograph,degree_only,RandomForest,ok,45954,9,36762,9192,6677,5377,1300,10.07059097290039,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__degree_only__RandomForest.json,0.577779689266638,0.2305381905884898,1300,339,0.26076923076923075,0.26076923076923075,1.0,91,52,0.5714285714285714,0.04,1.0,459,166,0.3616557734204793,0.1276923076923077,1.0
FraudYelp,dgl_fraud_heterograph,full,ExtraTrees,ok,45954,53,36762,9192,6677,5377,1300,5.959600925445557,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__full__ExtraTrees.json,0.8997227962103787,0.6802149083552093,1300,820,0.6307692307692307,0.6307692307692307,1.0,91,88,0.967032967032967,0.06769230769230769,1.0,459,390,0.8496732026143791,0.3,1.0
FraudYelp,dgl_fraud_heterograph,full,GradientBoosting,ok,45954,53,36762,9192,6677,5377,1300,48.52832818031311,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__full__GradientBoosting.json,0.9013678408514951,0.6804005421637387,1300,821,0.6315384615384615,0.6315384615384615,1.0,91,84,0.9230769230769231,0.06461538461538462,1.0,459,398,0.8671023965141612,0.30615384615384617,1.0
FraudYelp,dgl_fraud_heterograph,full,IsolationForest,ok,45954,53,36762,9192,6677,5377,1300,1.9199955463409424,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__full__IsolationForest.json,0.6387435182658194,0.2154841467502822,1300,341,0.2623076923076923,0.2623076923076923,1.0,91,23,0.25274725274725274,0.01769230769230769,1.0,459,130,0.28322440087145967,0.1,1.0
FraudYelp,dgl_fraud_heterograph,full,LogisticRegression,ok,45954,53,36762,9192,6677,5377,1300,0.7000060081481934,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__full__LogisticRegression.json,0.7842904206791688,0.39566956550113136,1300,537,0.41307692307692306,0.41307692307692306,1.0,91,67,0.7362637362637363,0.05153846153846154,1.0,459,245,0.5337690631808278,0.18846153846153846,1.0
FraudYelp,dgl_fraud_heterograph,full,RandomForest,ok,45954,53,36762,9192,6677,5377,1300,13.480395793914795,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__full__RandomForest.json,0.9364458653358806,0.7748817300997639,1300,917,0.7053846153846154,0.7053846153846154,1.0,91,89,0.978021978021978,0.06846153846153846,1.0,459,423,0.9215686274509803,0.3253846153846154,1.0
FraudYelp,dgl_fraud_heterograph,no_degree_struct,ExtraTrees,ok,45954,12,36762,9192,6677,5377,1300,1.4665729999542236,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__no_degree_struct__ExtraTrees.json,0.5399504853990408,0.1669130463447392,1300,237,0.1823076923076923,0.1823076923076923,1.0,91,26,0.2857142857142857,0.02,1.0,459,87,0.1895424836601307,0.06692307692307692,1.0
FraudYelp,dgl_fraud_heterograph,no_degree_struct,GradientBoosting,ok,45954,12,36762,9192,6677,5377,1300,10.469786882400513,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__no_degree_struct__GradientBoosting.json,0.5386012125229054,0.1684097164757415,1300,241,0.1853846153846154,0.1853846153846154,1.0,91,24,0.26373626373626374,0.018461538461538463,1.0,459,96,0.20915032679738563,0.07384615384615385,1.0
FraudYelp,dgl_fraud_heterograph,no_degree_struct,IsolationForest,ok,45954,12,36762,9192,6677,5377,1300,1.5816740989685059,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__no_degree_struct__IsolationForest.json,0.5403577137510234,0.16367509138320765,1300,244,0.18769230769230769,0.18769230769230769,1.0,91,21,0.23076923076923078,0.016153846153846154,1.0,459,88,0.19172113289760348,0.06769230769230769,1.0
FraudYelp,dgl_fraud_heterograph,no_degree_struct,LogisticRegression,ok,45954,12,36762,9192,6677,5377,1300,0.09000039100646973,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__no_degree_struct__LogisticRegression.json,0.5136880580139577,0.1586293969523265,1300,219,0.16846153846153847,0.16846153846153847,1.0,91,29,0.31868131868131866,0.022307692307692306,1.0,459,85,0.18518518518518517,0.06538461538461539,1.0
FraudYelp,dgl_fraud_heterograph,no_degree_struct,RandomForest,ok,45954,12,36762,9192,6677,5377,1300,3.980415105819702,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__no_degree_struct__RandomForest.json,0.5395821961869859,0.16795194526801255,1300,242,0.18615384615384614,0.18615384615384614,1.0,91,27,0.2967032967032967,0.02076923076923077,1.0,459,87,0.1895424836601307,0.06692307692307692,1.0
FraudYelp,dgl_fraud_heterograph,struct_only,ExtraTrees,ok,45954,21,36762,9192,6677,5377,1300,3.1448678970336914,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__struct_only__ExtraTrees.json,0.5799069651838278,0.2177098207794773,1300,302,0.2323076923076923,0.2323076923076923,1.0,91,48,0.5274725274725275,0.036923076923076927,1.0,459,139,0.3028322440087146,0.10692307692307693,1.0
FraudYelp,dgl_fraud_heterograph,struct_only,GradientBoosting,ok,45954,21,36762,9192,6677,5377,1300,27.211544513702393,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__struct_only__GradientBoosting.json,0.5751022944364301,0.20129327839560737,1300,300,0.23076923076923078,0.23076923076923078,1.0,91,41,0.45054945054945056,0.031538461538461536,1.0,459,125,0.27233115468409586,0.09615384615384616,1.0
FraudYelp,dgl_fraud_heterograph,struct_only,IsolationForest,ok,45954,21,36762,9192,6677,5377,1300,1.6655399799346924,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__struct_only__IsolationForest.json,0.5456024601348981,0.16758521685039743,1300,247,0.19,0.19,1.0,91,21,0.23076923076923078,0.016153846153846154,1.0,459,87,0.1895424836601307,0.06692307692307692,1.0
FraudYelp,dgl_fraud_heterograph,struct_only,LogisticRegression,ok,45954,21,36762,9192,6677,5377,1300,0.1730036735534668,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__struct_only__LogisticRegression.json,0.5490353425084799,0.17384804579045082,1300,257,0.1976923076923077,0.1976923076923077,1.0,91,27,0.2967032967032967,0.02076923076923077,1.0,459,107,0.23311546840958605,0.0823076923076923,1.0
FraudYelp,dgl_fraud_heterograph,struct_only,RandomForest,ok,45954,21,36762,9192,6677,5377,1300,9.073214769363403,C:\Users\ivan\WORK\workshops\ICDM\Ablation\ablation_trivial_baselines_outputs\results_json\FraudYelp__struct_only__RandomForest.json,0.578674753401692,0.2220778034286513,1300,324,0.24923076923076923,0.24923076923076923,1.0,91,49,0.5384615384615384,0.03769230769230769,1.0,459,155,0.33769063180827885,0.11923076923076924,1.0
