file,path,status,error,stage,dataset,group,contamination,n_rows,n_devices,n_features,n_top_anomalies,n_top_anomaly_days,runtime_sec,ranked_csv,top_csv,device_csv
agg__agg_kkt_47_19_non_temporal_contam_0.05.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_non_temporal_contam_0.05.json,ok,,agg_kkt_level,agg_kkt_47_19,non_temporal,0.05,15491,,150,775.0,,7.286001205444336,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_non_temporal_contam_0.05__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_non_temporal_contam_0.05__top_anomalies.csv,
agg__agg_kkt_47_19_payment_mix_contam_0.01.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_payment_mix_contam_0.01.json,ok,,agg_kkt_level,agg_kkt_47_19,payment_mix,0.01,15491,,22,155.0,,7.980997800827026,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_payment_mix_contam_0.01__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_payment_mix_contam_0.01__top_anomalies.csv,
agg__agg_kkt_47_19_payment_mix_contam_0.03.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_payment_mix_contam_0.03.json,ok,,agg_kkt_level,agg_kkt_47_19,payment_mix,0.03,15491,,22,465.0,,8.157999992370605,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_payment_mix_contam_0.03__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_payment_mix_contam_0.03__top_anomalies.csv,
agg__agg_kkt_47_19_payment_mix_contam_0.05.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_payment_mix_contam_0.05.json,ok,,agg_kkt_level,agg_kkt_47_19,payment_mix,0.05,15491,,22,775.0,,10.016003131866455,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_payment_mix_contam_0.05__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_payment_mix_contam_0.05__top_anomalies.csv,
agg__agg_kkt_47_19_shape_complexity_contam_0.01.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_shape_complexity_contam_0.01.json,skipped_no_features,,,agg_kkt_47_19,shape_complexity,0.01,15491,,0,,,,,,
agg__agg_kkt_47_19_shape_complexity_contam_0.03.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_shape_complexity_contam_0.03.json,skipped_no_features,,,agg_kkt_47_19,shape_complexity,0.03,15491,,0,,,,,,
agg__agg_kkt_47_19_shape_complexity_contam_0.05.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_shape_complexity_contam_0.05.json,skipped_no_features,,,agg_kkt_47_19,shape_complexity,0.05,15491,,0,,,,,,
agg__agg_kkt_47_19_simple_core_contam_0.01.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_simple_core_contam_0.01.json,ok,,agg_kkt_level,agg_kkt_47_19,simple_core,0.01,15491,,138,155.0,,7.201017141342163,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_simple_core_contam_0.01__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_simple_core_contam_0.01__top_anomalies.csv,
agg__agg_kkt_47_19_simple_core_contam_0.03.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_simple_core_contam_0.03.json,ok,,agg_kkt_level,agg_kkt_47_19,simple_core,0.03,15491,,138,465.0,,6.870002746582031,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_simple_core_contam_0.03__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_simple_core_contam_0.03__top_anomalies.csv,
agg__agg_kkt_47_19_simple_core_contam_0.05.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_simple_core_contam_0.05.json,ok,,agg_kkt_level,agg_kkt_47_19,simple_core,0.05,15491,,138,775.0,,7.13100004196167,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_simple_core_contam_0.05__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_simple_core_contam_0.05__top_anomalies.csv,
agg__agg_kkt_47_19_temporal_contam_0.01.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_temporal_contam_0.01.json,skipped_no_features,,,agg_kkt_47_19,temporal,0.01,15491,,0,,,,,,
agg__agg_kkt_47_19_temporal_contam_0.03.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_temporal_contam_0.03.json,skipped_no_features,,,agg_kkt_47_19,temporal,0.03,15491,,0,,,,,,
agg__agg_kkt_47_19_temporal_contam_0.05.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_temporal_contam_0.05.json,skipped_no_features,,,agg_kkt_47_19,temporal,0.05,15491,,0,,,,,,
agg__agg_kkt_47_19_turnover_contam_0.01.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_turnover_contam_0.01.json,ok,,agg_kkt_level,agg_kkt_47_19,turnover,0.01,15491,,107,155.0,,6.84699273109436,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_turnover_contam_0.01__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_turnover_contam_0.01__top_anomalies.csv,
agg__agg_kkt_47_19_turnover_contam_0.03.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_turnover_contam_0.03.json,ok,,agg_kkt_level,agg_kkt_47_19,turnover,0.03,15491,,107,465.0,,6.829000949859619,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_turnover_contam_0.03__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_turnover_contam_0.03__top_anomalies.csv,
agg__agg_kkt_47_19_turnover_contam_0.05.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\agg__agg_kkt_47_19_turnover_contam_0.05.json,ok,,agg_kkt_level,agg_kkt_47_19,turnover,0.05,15491,,107,775.0,,7.225000381469727,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_turnover_contam_0.05__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_turnover_contam_0.05__top_anomalies.csv,
ts__ts_kkt_47_11_all_numeric_contam_0.01.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_all_numeric_contam_0.01.json,ok,,ts_kkt_day_level,ts_kkt_47_11,all_numeric,0.01,3168756,34443.0,87,,31689.0,634.3215444087982,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.01__device_aggregated_scores.csv
ts__ts_kkt_47_11_all_numeric_contam_0.03.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_all_numeric_contam_0.03.json,ok,,ts_kkt_day_level,ts_kkt_47_11,all_numeric,0.03,3168756,34443.0,87,,95063.0,473.6456210613251,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.03__device_aggregated_scores.csv
ts__ts_kkt_47_11_all_numeric_contam_0.05.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_all_numeric_contam_0.05.json,ok,,ts_kkt_day_level,ts_kkt_47_11,all_numeric,0.05,3168756,34443.0,87,,158438.0,478.672226190567,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.05__device_aggregated_scores.csv
ts__ts_kkt_47_11_bills_items_contam_0.01.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_bills_items_contam_0.01.json,ok,,ts_kkt_day_level,ts_kkt_47_11,bills_items,0.01,3168756,34443.0,29,,31688.0,310.30399799346924,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.01__device_aggregated_scores.csv
ts__ts_kkt_47_11_bills_items_contam_0.03.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_bills_items_contam_0.03.json,ok,,ts_kkt_day_level,ts_kkt_47_11,bills_items,0.03,3168756,34443.0,29,,95063.0,308.14399695396423,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.03__device_aggregated_scores.csv
ts__ts_kkt_47_11_bills_items_contam_0.05.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_bills_items_contam_0.05.json,ok,,ts_kkt_day_level,ts_kkt_47_11,bills_items,0.05,3168756,34443.0,29,,158438.0,308.87900161743164,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.05__device_aggregated_scores.csv
ts__ts_kkt_47_11_core_daily_contam_0.01.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_core_daily_contam_0.01.json,ok,,ts_kkt_day_level,ts_kkt_47_11,core_daily,0.01,3168756,34443.0,18,,31688.0,299.897141456604,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.01__device_aggregated_scores.csv
ts__ts_kkt_47_11_core_daily_contam_0.03.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_core_daily_contam_0.03.json,ok,,ts_kkt_day_level,ts_kkt_47_11,core_daily,0.03,3168756,34443.0,18,,95063.0,288.32000756263733,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.03__device_aggregated_scores.csv
ts__ts_kkt_47_11_core_daily_contam_0.05.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_core_daily_contam_0.05.json,ok,,ts_kkt_day_level,ts_kkt_47_11,core_daily,0.05,3168756,34443.0,18,,164835.0,293.86600399017334,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.05__device_aggregated_scores.csv
ts__ts_kkt_47_11_payment_mix_contam_0.01.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_payment_mix_contam_0.01.json,ok,,ts_kkt_day_level,ts_kkt_47_11,payment_mix,0.01,3168756,34443.0,20,,31688.0,304.0229992866516,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.01__device_aggregated_scores.csv
ts__ts_kkt_47_11_payment_mix_contam_0.03.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_payment_mix_contam_0.03.json,ok,,ts_kkt_day_level,ts_kkt_47_11,payment_mix,0.03,3168756,34443.0,20,,95063.0,304.0020008087158,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.03__device_aggregated_scores.csv
ts__ts_kkt_47_11_payment_mix_contam_0.05.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_payment_mix_contam_0.05.json,ok,,ts_kkt_day_level,ts_kkt_47_11,payment_mix,0.05,3168756,34443.0,20,,158438.0,303.35500144958496,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.05__device_aggregated_scores.csv
ts__ts_kkt_47_11_peer_deviation_contam_0.01.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_peer_deviation_contam_0.01.json,ok,,ts_kkt_day_level,ts_kkt_47_11,peer_deviation,0.01,3168756,34443.0,6,,31688.0,288.03300046920776,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.01__device_aggregated_scores.csv
ts__ts_kkt_47_11_peer_deviation_contam_0.03.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_peer_deviation_contam_0.03.json,ok,,ts_kkt_day_level,ts_kkt_47_11,peer_deviation,0.03,3168756,34443.0,6,,95063.0,285.4060003757477,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.03__device_aggregated_scores.csv
ts__ts_kkt_47_11_peer_deviation_contam_0.05.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_peer_deviation_contam_0.05.json,ok,,ts_kkt_day_level,ts_kkt_47_11,peer_deviation,0.05,3168756,34443.0,6,,158438.0,283.5420022010803,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.05__device_aggregated_scores.csv
ts__ts_kkt_47_11_rolling_deviation_contam_0.01.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_rolling_deviation_contam_0.01.json,ok,,ts_kkt_day_level,ts_kkt_47_11,rolling_deviation,0.01,3168756,34443.0,48,,31705.0,348.1460347175598,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.01__device_aggregated_scores.csv
ts__ts_kkt_47_11_rolling_deviation_contam_0.03.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_rolling_deviation_contam_0.03.json,ok,,ts_kkt_day_level,ts_kkt_47_11,rolling_deviation,0.03,3168756,34443.0,48,,95063.0,351.80199813842773,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.03__device_aggregated_scores.csv
ts__ts_kkt_47_11_rolling_deviation_contam_0.05.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_rolling_deviation_contam_0.05.json,ok,,ts_kkt_day_level,ts_kkt_47_11,rolling_deviation,0.05,3168756,34443.0,48,,158438.0,350.1910011768341,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.05__device_aggregated_scores.csv
ts__ts_kkt_47_11_turnover_contam_0.01.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_turnover_contam_0.01.json,ok,,ts_kkt_day_level,ts_kkt_47_11,turnover,0.01,3168756,34443.0,42,,32968.0,345.9730017185211,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.01__device_aggregated_scores.csv
ts__ts_kkt_47_11_turnover_contam_0.03.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_turnover_contam_0.03.json,ok,,ts_kkt_day_level,ts_kkt_47_11,turnover,0.03,3168756,34443.0,42,,95063.0,337.0200002193451,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.03__device_aggregated_scores.csv
ts__ts_kkt_47_11_turnover_contam_0.05.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_11_turnover_contam_0.05.json,ok,,ts_kkt_day_level,ts_kkt_47_11,turnover,0.05,3168756,34443.0,42,,158438.0,333.6030020713806,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.05__device_aggregated_scores.csv
ts__ts_kkt_47_19_all_numeric_contam_0.01.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_19_all_numeric_contam_0.01.json,ok,,ts_kkt_day_level,ts_kkt_47_19,all_numeric,0.01,1425172,15491.0,87,,14252.0,173.67800068855286,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.01__device_aggregated_scores.csv
ts__ts_kkt_47_19_all_numeric_contam_0.03.json,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_json\ts__ts_kkt_47_19_all_numeric_contam_0.03.json,ok,,ts_kkt_day_level,ts_kkt_47_19,all_numeric,0.03,1425172,15491.0,87,,42756.0,169.02200174331665,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.03__device_aggregated_scores.csv
