kkt_id,date,total_sum,avg_sum,std_sum,skew_sum,max_sum,min_sum,median_sum,total_cash,total_ecash,n_bills,n_items,total_items,trade_store_hash,trade_object_hash,ecash_fraction,avg_price_item,avg_price_piece,avg_cash,avg_ecash,ecash_bills_fraction
00079d6947ea9d8e7fb427f3d478c75e,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xae21a1bb91486cf5214c453fa06fac72394c8b5c6b0e30867554862b730bd8f7,x4583ce7af75ad98b25c87d6e0d69807cbc0e7badee6d9f398fa267e3ae400fdd,0.0,0.0,0.0,0.0,0.0,0.0
00079d6947ea9d8e7fb427f3d478c75e,2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xae21a1bb91486cf5214c453fa06fac72394c8b5c6b0e30867554862b730bd8f7,x4583ce7af75ad98b25c87d6e0d69807cbc0e7badee6d9f398fa267e3ae400fdd,0.0,0.0,0.0,0.0,0.0,0.0
00079d6947ea9d8e7fb427f3d478c75e,2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xae21a1bb91486cf5214c453fa06fac72394c8b5c6b0e30867554862b730bd8f7,x4583ce7af75ad98b25c87d6e0d69807cbc0e7badee6d9f398fa267e3ae400fdd,0.0,0.0,0.0,0.0,0.0,0.0
00079d6947ea9d8e7fb427f3d478c75e,2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xae21a1bb91486cf5214c453fa06fac72394c8b5c6b0e30867554862b730bd8f7,x4583ce7af75ad98b25c87d6e0d69807cbc0e7badee6d9f398fa267e3ae400fdd,0.0,0.0,0.0,0.0,0.0,0.0
00079d6947ea9d8e7fb427f3d478c75e,2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xae21a1bb91486cf5214c453fa06fac72394c8b5c6b0e30867554862b730bd8f7,x4583ce7af75ad98b25c87d6e0d69807cbc0e7badee6d9f398fa267e3ae400fdd,0.0,0.0,0.0,0.0,0.0,0.0
00079d6947ea9d8e7fb427f3d478c75e,2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xae21a1bb91486cf5214c453fa06fac72394c8b5c6b0e30867554862b730bd8f7,x4583ce7af75ad98b25c87d6e0d69807cbc0e7badee6d9f398fa267e3ae400fdd,0.0,0.0,0.0,0.0,0.0,0.0
00079d6947ea9d8e7fb427f3d478c75e,2023-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xae21a1bb91486cf5214c453fa06fac72394c8b5c6b0e30867554862b730bd8f7,x4583ce7af75ad98b25c87d6e0d69807cbc0e7badee6d9f398fa267e3ae400fdd,0.0,0.0,0.0,0.0,0.0,0.0
00079d6947ea9d8e7fb427f3d478c75e,2023-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xae21a1bb91486cf5214c453fa06fac72394c8b5c6b0e30867554862b730bd8f7,x4583ce7af75ad98b25c87d6e0d69807cbc0e7badee6d9f398fa267e3ae400fdd,0.0,0.0,0.0,0.0,0.0,0.0
00079d6947ea9d8e7fb427f3d478c75e,2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xae21a1bb91486cf5214c453fa06fac72394c8b5c6b0e30867554862b730bd8f7,x4583ce7af75ad98b25c87d6e0d69807cbc0e7badee6d9f398fa267e3ae400fdd,0.0,0.0,0.0,0.0,0.0,0.0
00079d6947ea9d8e7fb427f3d478c75e,2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xae21a1bb91486cf5214c453fa06fac72394c8b5c6b0e30867554862b730bd8f7,x4583ce7af75ad98b25c87d6e0d69807cbc0e7badee6d9f398fa267e3ae400fdd,0.0,0.0,0.0,0.0,0.0,0.0
