expected_stage,actual_stage,dataset,group,contamination,expected_json,json_exists,status,n_features,n_rows,n_devices,runtime_sec,ranked_csv_exists,top_csv_exists,device_csv_exists,ranked_csv,top_csv,device_csv,error
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,payment_mix,0.05,agg__agg_kkt_47_19_payment_mix_contam_0.05.json,True,ok,22,15491,,10.016003131866455,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_payment_mix_contam_0.05__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_payment_mix_contam_0.05__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,temporal,0.01,agg__agg_kkt_47_19_temporal_contam_0.01.json,True,ok,38,15491,,13.043318271636963,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_temporal_contam_0.01__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_temporal_contam_0.01__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,temporal,0.03,agg__agg_kkt_47_19_temporal_contam_0.03.json,True,ok,38,15491,,15.489498138427734,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_temporal_contam_0.03__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_temporal_contam_0.03__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,temporal,0.05,agg__agg_kkt_47_19_temporal_contam_0.05.json,True,ok,38,15491,,13.934024333953857,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_temporal_contam_0.05__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_temporal_contam_0.05__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,benford,0.01,agg__agg_kkt_47_19_benford_contam_0.01.json,True,ok,1,15491,,6.162000894546509,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_benford_contam_0.01__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_benford_contam_0.01__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,benford,0.03,agg__agg_kkt_47_19_benford_contam_0.03.json,True,ok,1,15491,,6.5626115798950195,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_benford_contam_0.03__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_benford_contam_0.03__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,benford,0.05,agg__agg_kkt_47_19_benford_contam_0.05.json,True,ok,1,15491,,8.060508728027344,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_benford_contam_0.05__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_benford_contam_0.05__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,cross_corr,0.01,agg__agg_kkt_47_19_cross_corr_contam_0.01.json,True,ok,14,15491,,13.305521249771118,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_cross_corr_contam_0.01__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_cross_corr_contam_0.01__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,cross_corr,0.03,agg__agg_kkt_47_19_cross_corr_contam_0.03.json,True,ok,14,15491,,14.779104471206665,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_cross_corr_contam_0.03__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_cross_corr_contam_0.03__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,cross_corr,0.05,agg__agg_kkt_47_19_cross_corr_contam_0.05.json,True,ok,14,15491,,13.964507579803467,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_cross_corr_contam_0.05__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_cross_corr_contam_0.05__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,shape_complexity,0.01,agg__agg_kkt_47_19_shape_complexity_contam_0.01.json,True,ok,36,15491,,27.21104645729065,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_shape_complexity_contam_0.01__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_shape_complexity_contam_0.01__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,shape_complexity,0.03,agg__agg_kkt_47_19_shape_complexity_contam_0.03.json,True,ok,36,15491,,25.459423065185547,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_shape_complexity_contam_0.03__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_shape_complexity_contam_0.03__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,shape_complexity,0.05,agg__agg_kkt_47_19_shape_complexity_contam_0.05.json,True,ok,36,15491,,28.6265869140625,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_shape_complexity_contam_0.05__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_shape_complexity_contam_0.05__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,non_temporal,0.01,agg__agg_kkt_47_19_non_temporal_contam_0.01.json,True,ok,150,15491,,6.909997940063477,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_non_temporal_contam_0.01__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_non_temporal_contam_0.01__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,non_temporal,0.03,agg__agg_kkt_47_19_non_temporal_contam_0.03.json,True,ok,150,15491,,7.09600043296814,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_non_temporal_contam_0.03__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_non_temporal_contam_0.03__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,non_temporal,0.05,agg__agg_kkt_47_19_non_temporal_contam_0.05.json,True,ok,150,15491,,7.286001205444336,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_non_temporal_contam_0.05__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_non_temporal_contam_0.05__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,simple_core,0.01,agg__agg_kkt_47_19_simple_core_contam_0.01.json,True,ok,138,15491,,7.201017141342163,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_simple_core_contam_0.01__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_simple_core_contam_0.01__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,simple_core,0.03,agg__agg_kkt_47_19_simple_core_contam_0.03.json,True,ok,138,15491,,6.870002746582031,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_simple_core_contam_0.03__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_simple_core_contam_0.03__top_anomalies.csv,,
agg_kkt_level,agg_kkt_level,agg_kkt_47_19,simple_core,0.05,agg__agg_kkt_47_19_simple_core_contam_0.05.json,True,ok,138,15491,,7.13100004196167,True,True,False,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_simple_core_contam_0.05__ranked.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\agg__agg_kkt_47_19_simple_core_contam_0.05__top_anomalies.csv,,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,all_numeric,0.01,ts__ts_kkt_47_11_all_numeric_contam_0.01.json,True,ok,87,3168756,34443.0,634.3215444087982,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.01__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,all_numeric,0.03,ts__ts_kkt_47_11_all_numeric_contam_0.03.json,True,ok,87,3168756,34443.0,473.6456210613251,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.03__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,all_numeric,0.05,ts__ts_kkt_47_11_all_numeric_contam_0.05.json,True,ok,87,3168756,34443.0,478.672226190567,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_all_numeric_contam_0.05__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,core_daily,0.01,ts__ts_kkt_47_11_core_daily_contam_0.01.json,True,ok,18,3168756,34443.0,299.897141456604,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.01__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,core_daily,0.03,ts__ts_kkt_47_11_core_daily_contam_0.03.json,True,ok,18,3168756,34443.0,288.32000756263733,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.03__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,core_daily,0.05,ts__ts_kkt_47_11_core_daily_contam_0.05.json,True,ok,18,3168756,34443.0,293.86600399017334,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_core_daily_contam_0.05__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,rolling_deviation,0.01,ts__ts_kkt_47_11_rolling_deviation_contam_0.01.json,True,ok,48,3168756,34443.0,348.1460347175598,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.01__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,rolling_deviation,0.03,ts__ts_kkt_47_11_rolling_deviation_contam_0.03.json,True,ok,48,3168756,34443.0,351.80199813842773,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.03__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,rolling_deviation,0.05,ts__ts_kkt_47_11_rolling_deviation_contam_0.05.json,True,ok,48,3168756,34443.0,350.1910011768341,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_rolling_deviation_contam_0.05__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,peer_deviation,0.01,ts__ts_kkt_47_11_peer_deviation_contam_0.01.json,True,ok,6,3168756,34443.0,288.03300046920776,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.01__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,peer_deviation,0.03,ts__ts_kkt_47_11_peer_deviation_contam_0.03.json,True,ok,6,3168756,34443.0,285.4060003757477,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.03__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,peer_deviation,0.05,ts__ts_kkt_47_11_peer_deviation_contam_0.05.json,True,ok,6,3168756,34443.0,283.5420022010803,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_peer_deviation_contam_0.05__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,payment_mix,0.01,ts__ts_kkt_47_11_payment_mix_contam_0.01.json,True,ok,20,3168756,34443.0,304.0229992866516,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.01__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,payment_mix,0.03,ts__ts_kkt_47_11_payment_mix_contam_0.03.json,True,ok,20,3168756,34443.0,304.0020008087158,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.03__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,payment_mix,0.05,ts__ts_kkt_47_11_payment_mix_contam_0.05.json,True,ok,20,3168756,34443.0,303.35500144958496,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_payment_mix_contam_0.05__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,turnover,0.01,ts__ts_kkt_47_11_turnover_contam_0.01.json,True,ok,42,3168756,34443.0,345.9730017185211,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.01__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,turnover,0.03,ts__ts_kkt_47_11_turnover_contam_0.03.json,True,ok,42,3168756,34443.0,337.0200002193451,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.03__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,turnover,0.05,ts__ts_kkt_47_11_turnover_contam_0.05.json,True,ok,42,3168756,34443.0,333.6030020713806,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_turnover_contam_0.05__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,bills_items,0.01,ts__ts_kkt_47_11_bills_items_contam_0.01.json,True,ok,29,3168756,34443.0,310.30399799346924,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.01__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,bills_items,0.03,ts__ts_kkt_47_11_bills_items_contam_0.03.json,True,ok,29,3168756,34443.0,308.14399695396423,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.03__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_11,bills_items,0.05,ts__ts_kkt_47_11_bills_items_contam_0.05.json,True,ok,29,3168756,34443.0,308.87900161743164,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_11_bills_items_contam_0.05__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_19,all_numeric,0.01,ts__ts_kkt_47_19_all_numeric_contam_0.01.json,True,ok,87,1425172,15491.0,173.67800068855286,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.01__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_19,all_numeric,0.03,ts__ts_kkt_47_19_all_numeric_contam_0.03.json,True,ok,87,1425172,15491.0,169.02200174331665,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.03__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.03__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.03__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_19,all_numeric,0.05,ts__ts_kkt_47_19_all_numeric_contam_0.05.json,True,ok,87,1425172,15491.0,168.7999963760376,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.05__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.05__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_all_numeric_contam_0.05__device_aggregated_scores.csv,
ts_kkt_day_level,ts_kkt_day_level,ts_kkt_47_19,core_daily,0.01,ts__ts_kkt_47_19_core_daily_contam_0.01.json,True,ok,18,1425172,15491.0,127.1939697265625,True,True,True,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_core_daily_contam_0.01__ranked_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_core_daily_contam_0.01__top_kkt_days.csv,C:\Users\ivan\WORK\workshops\ICDM\Ablation\kkt_anomaly_outputs\results_csv\ts__ts_kkt_47_19_core_daily_contam_0.01__device_aggregated_scores.csv,
