expected_stage,dataset,n_runs,total_runtime_sec,mean_runtime_sec,median_runtime_sec,max_runtime_sec,total_runtime_min,total_runtime_hours
agg_kkt_level,agg_kkt_47_11,33,749.3206677436829,22.706686901323724,20.26685619354248,48.55659818649292,12.488677795728048,0.20814462992880078
agg_kkt_level,agg_kkt_47_19,33,377.73417568206787,11.446490172183875,9.373003005981445,28.6265869140625,6.295569594701131,0.10492615991168552
ts_kkt_day_level,ts_kkt_47_11,21,7231.145583868027,344.34026589847747,308.87900161743164,634.3215444087982,120.51909306446711,2.008651551074452
ts_kkt_day_level,ts_kkt_47_19,21,2936.902991294861,139.85252339499337,137.07899975776672,173.67800068855286,48.94838318824768,0.8158063864707947
