final_day_rank,kkt_id,date,final_day_anomaly_score,best_day_score,mean_day_score,total_sum,n_bills,total_ecash,ecash_fraction,explanation
93,36678dcf9d29498de4ef5018fc6ff64b,2023-12-05,1.0,1.0,1.0,2958339.0,2133.0,1502993.9,0.5080533,total_items__roll7_rel_jump=50960859136.00; total_items__roll14_rel_jump=45159940096.00; total_items__roll14_z=16794100736.00; total_items__roll7_z=16389775360.00; n_bills__roll7_rel_jump=6378088448.00; n_bills__roll14_rel_jump=5626398208.00; n_bills__roll14_z=1870049024.00; n_bills__roll7_z=1829245568.00; total_items__peer_date_robust_z=23.64; total_items=23.45 || total_items__roll7_rel_jump=50960859136.00; total_items__roll14_rel_jump=45159940096.00; total_items__roll14_z=16794100736.00; total_items__roll7_z=16389775360.00; n_bills__roll7_rel_jump=6378088448.00; n_bills__roll14_rel_jump=5626398208.00; n_bills__roll14_z=1870049024.00; n_bills__roll7_z=1829245568.00; total_items__peer_date_robust_z=23.64; total_items=23.45 || total_items__roll7_rel_jump=50960859136.00; total_items__roll14_rel_jump=45159940096.00; total_items__roll14_z=16794100736.00; total_items__roll7_z=16389775360.00; n_bills__roll7_rel_jump=6378088448.00; n_bills__roll14_rel_jump=5626398208.00; n_bills__roll14_z=1870049024.00; n_bills__roll7_z=1829245568.00; total_items__peer_date_robust_z=23.64; total_items=23.45
94,48b902417034dc96017946a5c72d9bd8,2023-12-22,1.0,1.0,1.0,87816.26,118.0,65383.26,0.7445462,total_items__roll7_rel_jump=2617350656.00; total_items__roll7_z=887795456.00; n_bills__roll7_rel_jump=347456928.00; n_bills__roll7_z=103564328.00; total_items__roll14_rel_jump=33.32; n_bills__roll14_rel_jump=33.05; total_items__roll14_z=6.53; n_bills__roll14_z=5.77; derived_items_per_bill=1.21; total_items=1.06 || total_items__roll7_rel_jump=2617350656.00; total_items__roll7_z=887795456.00; n_bills__roll7_rel_jump=347456928.00; n_bills__roll7_z=103564328.00; total_items__roll14_rel_jump=33.32; n_bills__roll14_rel_jump=33.05; total_items__roll14_z=6.53; n_bills__roll14_z=5.77; derived_items_per_bill=1.21; total_items=1.06 || total_items__roll7_rel_jump=2617350656.00; total_items__roll7_z=887795456.00; n_bills__roll7_rel_jump=347456928.00; n_bills__roll7_z=103564328.00; total_items__roll14_rel_jump=33.32; n_bills__roll14_rel_jump=33.05; total_items__roll14_z=6.53; n_bills__roll14_z=5.77; derived_items_per_bill=1.21; total_items=1.06
95,25fefa1b8968e14927a4772a6c6785e7,2023-11-01,1.0,1.0,1.0,1905000.0,4.0,45000.0,0.023622047,avg_sum__peer_date_robust_z=540.02; max_sum__peer_date_robust_z=171.02; total_sum__peer_date_robust_z=19.53; ecash_fraction__peer_date_robust_z=-0.71; n_bills__peer_date_robust_z=-0.13; total_items__peer_date_robust_z=-0.10 || avg_sum__peer_date_robust_z=540.02; max_sum__peer_date_robust_z=171.02; total_sum__peer_date_robust_z=19.53; ecash_fraction__peer_date_robust_z=-0.71; n_bills__peer_date_robust_z=-0.13; total_items__peer_date_robust_z=-0.10 || avg_sum__peer_date_robust_z=540.02; max_sum__peer_date_robust_z=171.02; total_sum__peer_date_robust_z=19.53; ecash_fraction__peer_date_robust_z=-0.71; n_bills__peer_date_robust_z=-0.13; total_items__peer_date_robust_z=-0.10
96,25fefa1b8968e14927a4772a6c6785e7,2023-10-28,1.0,1.0,1.0,1008100.0,6.0,508100.0,0.5040175,avg_sum__peer_date_robust_z=158.74; max_sum__peer_date_robust_z=88.67; total_sum__peer_date_robust_z=9.30; ecash_fraction__peer_date_robust_z=-0.25; n_bills__peer_date_robust_z=-0.13; total_items__peer_date_robust_z=-0.11 || avg_sum__peer_date_robust_z=158.74; max_sum__peer_date_robust_z=88.67; total_sum__peer_date_robust_z=9.30; ecash_fraction__peer_date_robust_z=-0.25; n_bills__peer_date_robust_z=-0.13; total_items__peer_date_robust_z=-0.11 || avg_sum__peer_date_robust_z=158.74; max_sum__peer_date_robust_z=88.67; total_sum__peer_date_robust_z=9.30; ecash_fraction__peer_date_robust_z=-0.25; n_bills__peer_date_robust_z=-0.13; total_items__peer_date_robust_z=-0.11
97,25fefa1b8968e14927a4772a6c6785e7,2023-10-27,1.0,1.0,1.0,1804400.0,5.0,922600.0,0.5113057,avg_sum__peer_date_robust_z=377.46; max_sum__peer_date_robust_z=153.19; total_sum__peer_date_robust_z=16.99; ecash_fraction__peer_date_robust_z=-0.22; n_bills__peer_date_robust_z=-0.14; total_items__peer_date_robust_z=-0.11 || avg_sum__peer_date_robust_z=377.46; max_sum__peer_date_robust_z=153.19; total_sum__peer_date_robust_z=16.99; ecash_fraction__peer_date_robust_z=-0.22; n_bills__peer_date_robust_z=-0.14; total_items__peer_date_robust_z=-0.11 || avg_sum__peer_date_robust_z=377.46; max_sum__peer_date_robust_z=153.19; total_sum__peer_date_robust_z=16.99; ecash_fraction__peer_date_robust_z=-0.22; n_bills__peer_date_robust_z=-0.14; total_items__peer_date_robust_z=-0.11
98,5d555ffb81fe243174f2b5fe08435bdf,2023-10-24,1.0,1.0,1.0,245800.0,7.0,0.0,0.0,total_items__roll7_rel_jump=83576784.00; total_items__roll7_z=28348928.00; n_bills__roll7_rel_jump=20611852.00; n_bills__roll7_z=6143646.50; avg_price_item=89.32; derived_sum_per_item=35.07; derived_sum_per_bill=34.53; total_items__roll14_rel_jump=9.17; n_bills__roll14_rel_jump=3.69; total_items__roll14_z=2.96 || total_items__roll7_rel_jump=83576784.00; total_items__roll7_z=28348928.00; n_bills__roll7_rel_jump=20611852.00; n_bills__roll7_z=6143646.50; avg_price_item=89.32; derived_sum_per_item=35.07; derived_sum_per_bill=34.53; total_items__roll14_rel_jump=9.17; n_bills__roll14_rel_jump=3.69; total_items__roll14_z=2.96 || total_items__roll7_rel_jump=83576784.00; total_items__roll7_z=28348928.00; n_bills__roll7_rel_jump=20611852.00; n_bills__roll7_z=6143646.50; avg_price_item=89.32; derived_sum_per_item=35.07; derived_sum_per_bill=34.53; total_items__roll14_rel_jump=9.17; n_bills__roll14_rel_jump=3.69; total_items__roll14_z=2.96
99,35ffa2fb903a61b731f74832a35ff872,2023-11-16,1.0,1.0,1.0,3397127.0,3.0,0.0,0.0,avg_price_item=12856.59; derived_sum_per_item=12520.98; derived_sum_per_bill=2003.21; n_bills__roll7_rel_jump=-1.20; total_items__roll7_rel_jump=-1.07; n_bills__roll14_rel_jump=-0.98; total_items__roll14_rel_jump=-0.93; ecash_bills_fraction=-0.73; log1p_total_items=-0.66; log1p_n_items=-0.65 || avg_price_item=12856.59; derived_sum_per_item=12520.98; derived_sum_per_bill=2003.21; n_bills__roll7_rel_jump=-1.20; total_items__roll7_rel_jump=-1.07; n_bills__roll14_rel_jump=-0.98; total_items__roll14_rel_jump=-0.93; ecash_bills_fraction=-0.73; log1p_total_items=-0.66; log1p_n_items=-0.65 || avg_price_item=12856.59; derived_sum_per_item=12520.98; derived_sum_per_bill=2003.21; n_bills__roll7_rel_jump=-1.20; total_items__roll7_rel_jump=-1.07; n_bills__roll14_rel_jump=-0.98; total_items__roll14_rel_jump=-0.93; ecash_bills_fraction=-0.73; log1p_total_items=-0.66; log1p_n_items=-0.65
100,a8278c395d0817977ef43a7c0ebbd7af,2023-11-05,1.0,1.0,1.0,231463.0,85.0,172321.0,0.74448615,total_sum__roll7_rel_jump=588585697280.00; total_sum__roll14_rel_jump=500132380672.00; total_sum__roll14_z=212176470016.00; total_sum__roll7_z=204490342400.00; max_sum__roll7_rel_jump=34898477056.00; max_sum__roll14_rel_jump=32872251392.00; max_sum__roll14_z=18868137984.00; max_sum__roll7_z=17332584448.00; avg_sum__roll7_rel_jump=12526008320.00; avg_sum__roll14_rel_jump=11126280192.00 || total_sum__roll7_rel_jump=588585697280.00; total_sum__roll14_rel_jump=500132380672.00; total_sum__roll14_z=212176470016.00; total_sum__roll7_z=204490342400.00; max_sum__roll7_rel_jump=34898477056.00; max_sum__roll14_rel_jump=32872251392.00; max_sum__roll14_z=18868137984.00; max_sum__roll7_z=17332584448.00; avg_sum__roll7_rel_jump=12526008320.00; avg_sum__roll14_rel_jump=11126280192.00 || total_sum__roll7_rel_jump=588585697280.00; total_sum__roll14_rel_jump=500132380672.00; total_sum__roll14_z=212176470016.00; total_sum__roll7_z=204490342400.00; max_sum__roll7_rel_jump=34898477056.00; max_sum__roll14_rel_jump=32872251392.00; max_sum__roll14_z=18868137984.00; max_sum__roll7_z=17332584448.00; avg_sum__roll7_rel_jump=12526008320.00; avg_sum__roll14_rel_jump=11126280192.00
101,a8278c395d0817977ef43a7c0ebbd7af,2023-12-24,1.0,1.0,1.0,102040.62,34.0,79105.62,0.77523655,total_sum__roll7_rel_jump=259478405120.00; total_sum__roll7_z=90149707776.00; max_sum__roll7_rel_jump=23040303104.00; avg_sum__roll7_rel_jump=13805247488.00; max_sum__roll7_z=11443135488.00; avg_sum__roll7_z=2662264320.00; total_items__roll7_rel_jump=1457370112.00; total_items__roll7_z=494334432.00; n_bills__roll7_rel_jump=100114712.00; ecash_fraction__roll7_rel_jump=44310728.00 || total_sum__roll7_rel_jump=259478405120.00; total_sum__roll7_z=90149707776.00; max_sum__roll7_rel_jump=23040303104.00; avg_sum__roll7_rel_jump=13805247488.00; max_sum__roll7_z=11443135488.00; avg_sum__roll7_z=2662264320.00; total_items__roll7_rel_jump=1457370112.00; total_items__roll7_z=494334432.00; n_bills__roll7_rel_jump=100114712.00; ecash_fraction__roll7_rel_jump=44310728.00 || total_sum__roll7_rel_jump=259478405120.00; total_sum__roll7_z=90149707776.00; max_sum__roll7_rel_jump=23040303104.00; avg_sum__roll7_rel_jump=13805247488.00; max_sum__roll7_z=11443135488.00; avg_sum__roll7_z=2662264320.00; total_items__roll7_rel_jump=1457370112.00; total_items__roll7_z=494334432.00; n_bills__roll7_rel_jump=100114712.00; ecash_fraction__roll7_rel_jump=44310728.00
102,a842a4d26b770143397c4692131a3a69,2023-10-05,1.0,1.0,1.0,47280.0,11.0,47280.0,1.0,total_sum__roll7_rel_jump=120227995648.00; total_sum__roll14_rel_jump=102159998976.00; total_sum__roll14_z=43340423168.00; total_sum__roll7_z=41770409984.00; max_sum__roll7_rel_jump=21519712256.00; max_sum__roll14_rel_jump=20270264320.00; avg_sum__roll7_rel_jump=19771279360.00; avg_sum__roll14_rel_jump=17561923584.00; max_sum__roll14_z=11634801664.00; max_sum__roll7_z=10687922176.00 || total_sum__roll7_rel_jump=120227995648.00; total_sum__roll14_rel_jump=102159998976.00; total_sum__roll14_z=43340423168.00; total_sum__roll7_z=41770409984.00; max_sum__roll7_rel_jump=21519712256.00; max_sum__roll14_rel_jump=20270264320.00; avg_sum__roll7_rel_jump=19771279360.00; avg_sum__roll14_rel_jump=17561923584.00; max_sum__roll14_z=11634801664.00; max_sum__roll7_z=10687922176.00 || total_sum__roll7_rel_jump=120227995648.00; total_sum__roll14_rel_jump=102159998976.00; total_sum__roll14_z=43340423168.00; total_sum__roll7_z=41770409984.00; max_sum__roll7_rel_jump=21519712256.00; max_sum__roll14_rel_jump=20270264320.00; avg_sum__roll7_rel_jump=19771279360.00; avg_sum__roll14_rel_jump=17561923584.00; max_sum__roll14_z=11634801664.00; max_sum__roll7_z=10687922176.00
103,a842a4d26b770143397c4692131a3a69,2023-11-09,1.0,1.0,1.0,29650.0,12.0,29650.0,1.0,total_sum__roll7_rel_jump=75396784128.00; total_sum__roll7_z=26194851840.00; max_sum__roll7_rel_jump=19895582720.00; avg_sum__roll7_rel_jump=11365627904.00; max_sum__roll7_z=9881285632.00; avg_sum__roll7_z=2191797504.00; ecash_fraction__roll7_rel_jump=57157688.00; n_bills__roll7_rel_jump=35334604.00; total_items__roll7_rel_jump=31341294.00; total_items__roll7_z=10630848.00 || total_sum__roll7_rel_jump=75396784128.00; total_sum__roll7_z=26194851840.00; max_sum__roll7_rel_jump=19895582720.00; avg_sum__roll7_rel_jump=11365627904.00; max_sum__roll7_z=9881285632.00; avg_sum__roll7_z=2191797504.00; ecash_fraction__roll7_rel_jump=57157688.00; n_bills__roll7_rel_jump=35334604.00; total_items__roll7_rel_jump=31341294.00; total_items__roll7_z=10630848.00 || total_sum__roll7_rel_jump=75396784128.00; total_sum__roll7_z=26194851840.00; max_sum__roll7_rel_jump=19895582720.00; avg_sum__roll7_rel_jump=11365627904.00; max_sum__roll7_z=9881285632.00; avg_sum__roll7_z=2191797504.00; ecash_fraction__roll7_rel_jump=57157688.00; n_bills__roll7_rel_jump=35334604.00; total_items__roll7_rel_jump=31341294.00; total_items__roll7_z=10630848.00
104,a842a4d26b770143397c4692131a3a69,2023-11-21,1.0,1.0,1.0,27600.0,9.0,27600.0,1.0,total_sum__roll7_rel_jump=70183854080.00; total_sum__roll7_z=24383739904.00; max_sum__roll7_rel_jump=19895582720.00; avg_sum__roll7_rel_jump=14106413056.00; max_sum__roll7_z=9881285632.00; avg_sum__roll7_z=2720342528.00; ecash_fraction__roll7_rel_jump=57157688.00; n_bills__roll7_rel_jump=26500954.00; total_items__roll7_rel_jump=23505970.00; total_items__roll7_z=7973136.00 || total_sum__roll7_rel_jump=70183854080.00; total_sum__roll7_z=24383739904.00; max_sum__roll7_rel_jump=19895582720.00; avg_sum__roll7_rel_jump=14106413056.00; max_sum__roll7_z=9881285632.00; avg_sum__roll7_z=2720342528.00; ecash_fraction__roll7_rel_jump=57157688.00; n_bills__roll7_rel_jump=26500954.00; total_items__roll7_rel_jump=23505970.00; total_items__roll7_z=7973136.00 || total_sum__roll7_rel_jump=70183854080.00; total_sum__roll7_z=24383739904.00; max_sum__roll7_rel_jump=19895582720.00; avg_sum__roll7_rel_jump=14106413056.00; max_sum__roll7_z=9881285632.00; avg_sum__roll7_z=2720342528.00; ecash_fraction__roll7_rel_jump=57157688.00; n_bills__roll7_rel_jump=26500954.00; total_items__roll7_rel_jump=23505970.00; total_items__roll7_z=7973136.00
105,a842a4d26b770143397c4692131a3a69,2023-12-04,1.0,1.0,1.0,16250.0,12.0,16250.0,1.0,total_sum__roll7_rel_jump=41322016768.00; max_sum__roll7_rel_jump=20910663680.00; total_sum__roll7_z=14356369408.00; max_sum__roll7_z=10385433600.00; avg_sum__roll7_rel_jump=6229054464.00; avg_sum__roll7_z=1201238144.00; ecash_fraction__roll7_rel_jump=57157688.00; n_bills__roll7_rel_jump=35334604.00; total_items__roll7_rel_jump=31341294.00; total_items__roll7_z=10630848.00 || total_sum__roll7_rel_jump=41322016768.00; max_sum__roll7_rel_jump=20910663680.00; total_sum__roll7_z=14356369408.00; max_sum__roll7_z=10385433600.00; avg_sum__roll7_rel_jump=6229054464.00; avg_sum__roll7_z=1201238144.00; ecash_fraction__roll7_rel_jump=57157688.00; n_bills__roll7_rel_jump=35334604.00; total_items__roll7_rel_jump=31341294.00; total_items__roll7_z=10630848.00 || total_sum__roll7_rel_jump=41322016768.00; max_sum__roll7_rel_jump=20910663680.00; total_sum__roll7_z=14356369408.00; max_sum__roll7_z=10385433600.00; avg_sum__roll7_rel_jump=6229054464.00; avg_sum__roll7_z=1201238144.00; ecash_fraction__roll7_rel_jump=57157688.00; n_bills__roll7_rel_jump=35334604.00; total_items__roll7_rel_jump=31341294.00; total_items__roll7_z=10630848.00
106,dcdde5cd999033ee7fec9a7dd6f4ee4d,2023-11-05,1.0,1.0,1.0,121200.0,2.0,1200.0,0.00990099,avg_price_piece=279.71; avg_cash=200.56; avg_price_item=198.63; median_sum=94.93; std_sum=72.52; avg_sum=59.95; min_sum=22.91; max_sum=21.70; total_cash=8.93; avg_ecash=0.98 || avg_price_piece=279.71; avg_cash=200.56; avg_price_item=198.63; median_sum=94.93; std_sum=72.52; avg_sum=59.95; min_sum=22.91; max_sum=21.70; total_cash=8.93; avg_ecash=0.98 || avg_price_piece=279.71; avg_cash=200.56; avg_price_item=198.63; median_sum=94.93; std_sum=72.52; avg_sum=59.95; min_sum=22.91; max_sum=21.70; total_cash=8.93; avg_ecash=0.98
107,f51c4c67574a3f4b84ec30587dec4448,2023-11-17,1.0,1.0,1.0,61430.0,1.0,61430.0,1.0,min_sum=1181.18; avg_price_piece=283.54; avg_price_item=201.36; median_sum=96.24; avg_ecash=78.69; avg_sum=60.78; max_sum=10.86; skew_sum=-0.62; std_sum=-0.58; total_ecash=0.42 || min_sum=1181.18; avg_price_piece=283.54; avg_price_item=201.36; median_sum=96.24; avg_ecash=78.69; avg_sum=60.78; max_sum=10.86; skew_sum=-0.62; std_sum=-0.58; total_ecash=0.42 || min_sum=1181.18; avg_price_piece=283.54; avg_price_item=201.36; median_sum=96.24; avg_ecash=78.69; avg_sum=60.78; max_sum=10.86; skew_sum=-0.62; std_sum=-0.58; total_ecash=0.42
108,f512041e5688816fab15d957f5e98b51,2023-11-25,1.0,1.0,1.0,72800.0,1.0,72800.0,1.0,min_sum=1399.84; avg_price_piece=336.11; avg_price_item=238.69; median_sum=114.14; avg_ecash=93.36; avg_sum=72.12; max_sum=12.96; skew_sum=-0.62; std_sum=-0.58; total_ecash=0.55 || min_sum=1399.84; avg_price_piece=336.11; avg_price_item=238.69; median_sum=114.14; avg_ecash=93.36; avg_sum=72.12; max_sum=12.96; skew_sum=-0.62; std_sum=-0.58; total_ecash=0.55 || min_sum=1399.84; avg_price_piece=336.11; avg_price_item=238.69; median_sum=114.14; avg_ecash=93.36; avg_sum=72.12; max_sum=12.96; skew_sum=-0.62; std_sum=-0.58; total_ecash=0.55
109,25fefa1b8968e14927a4772a6c6785e7,2023-10-01,1.0,1.0,1.0,1037500.0,5.0,859500.0,0.82843375,avg_sum__peer_date_robust_z=213.66; max_sum__peer_date_robust_z=137.59; total_sum__peer_date_robust_z=10.91; ecash_fraction__peer_date_robust_z=0.12; n_bills__peer_date_robust_z=-0.10; total_items__peer_date_robust_z=-0.08 || avg_sum__peer_date_robust_z=213.66; max_sum__peer_date_robust_z=137.59; total_sum__peer_date_robust_z=10.91; ecash_fraction__peer_date_robust_z=0.12; n_bills__peer_date_robust_z=-0.10; total_items__peer_date_robust_z=-0.08 || avg_sum__peer_date_robust_z=213.66; max_sum__peer_date_robust_z=137.59; total_sum__peer_date_robust_z=10.91; ecash_fraction__peer_date_robust_z=0.12; n_bills__peer_date_robust_z=-0.10; total_items__peer_date_robust_z=-0.08
110,36213f885202822fc118a963b2cbf8bd,2023-11-15,1.0,1.0,1.0,55046.94,95.0,28792.94,0.5230616,total_items__roll7_rel_jump=1593659520.00; total_items__roll7_z=512544768.00; n_bills__roll7_rel_jump=284068640.00; n_bills__roll7_z=81471320.00; total_items__roll14_rel_jump=38.62; n_bills__roll14_rel_jump=36.34; total_items__roll14_z=5.55; n_bills__roll14_z=5.27; derived_items_per_bill=0.81; total_items__peer_date_robust_z=0.56 || total_items__roll7_rel_jump=1593659520.00; total_items__roll7_z=512544768.00; n_bills__roll7_rel_jump=284068640.00; n_bills__roll7_z=81471320.00; total_items__roll14_rel_jump=38.62; n_bills__roll14_rel_jump=36.34; total_items__roll14_z=5.55; n_bills__roll14_z=5.27; derived_items_per_bill=0.81; total_items__peer_date_robust_z=0.56 || total_items__roll7_rel_jump=1593659520.00; total_items__roll7_z=512544768.00; n_bills__roll7_rel_jump=284068640.00; n_bills__roll7_z=81471320.00; total_items__roll14_rel_jump=38.62; n_bills__roll14_rel_jump=36.34; total_items__roll14_z=5.55; n_bills__roll14_z=5.27; derived_items_per_bill=0.81; total_items__peer_date_robust_z=0.56
111,362a94c7df1bf8d4729bcad73218b534,2023-11-13,1.0,1.0,1.0,33109.52,47.0,26161.52,0.790151,total_items__roll7_rel_jump=637143680.00; total_items__roll14_rel_jump=564617024.00; total_items__roll14_z=209970064.00; total_items__roll7_z=204914944.00; n_bills__roll7_rel_jump=140539216.00; n_bills__roll14_rel_jump=123975952.00; n_bills__roll14_z=41205956.00; n_bills__roll7_z=40306864.00; derived_items_per_bill=0.51; derived_sum_per_bill=0.42 || total_items__roll7_rel_jump=637143680.00; total_items__roll14_rel_jump=564617024.00; total_items__roll14_z=209970064.00; total_items__roll7_z=204914944.00; n_bills__roll7_rel_jump=140539216.00; n_bills__roll14_rel_jump=123975952.00; n_bills__roll14_z=41205956.00; n_bills__roll7_z=40306864.00; derived_items_per_bill=0.51; derived_sum_per_bill=0.42 || total_items__roll7_rel_jump=637143680.00; total_items__roll14_rel_jump=564617024.00; total_items__roll14_z=209970064.00; total_items__roll7_z=204914944.00; n_bills__roll7_rel_jump=140539216.00; n_bills__roll14_rel_jump=123975952.00; n_bills__roll14_z=41205956.00; n_bills__roll7_z=40306864.00; derived_items_per_bill=0.51; derived_sum_per_bill=0.42
112,25fefa1b8968e14927a4772a6c6785e7,2023-10-05,1.0,1.0,1.0,1500600.0,8.0,989600.0,0.65946954,avg_sum__peer_date_robust_z=189.35; max_sum__peer_date_robust_z=111.54; total_sum__peer_date_robust_z=15.02; n_bills__peer_date_robust_z=-0.10; total_items__peer_date_robust_z=-0.09; ecash_fraction__peer_date_robust_z=-0.07 || avg_sum__peer_date_robust_z=189.35; max_sum__peer_date_robust_z=111.54; total_sum__peer_date_robust_z=15.02; n_bills__peer_date_robust_z=-0.10; total_items__peer_date_robust_z=-0.09; ecash_fraction__peer_date_robust_z=-0.07 || avg_sum__peer_date_robust_z=189.35; max_sum__peer_date_robust_z=111.54; total_sum__peer_date_robust_z=15.02; n_bills__peer_date_robust_z=-0.10; total_items__peer_date_robust_z=-0.09; ecash_fraction__peer_date_robust_z=-0.07
113,dcdec7ff2b88ec0c4cbcfc48b336e26c,2023-11-28,1.0,1.0,1.0,0.0,0.0,0.0,0.0,total_items__roll7_z=-1724474.25; n_bills__roll7_z=-1715185.75; total_items__roll14_z=-4.51; n_bills__roll14_z=-4.47; n_bills__roll7_rel_jump=-2.99; total_items__roll7_rel_jump=-2.68; n_bills__roll14_rel_jump=-2.64; total_items__roll14_rel_jump=-2.38; avg_price_item=-1.44; derived_sum_per_item=-1.28 || total_items__roll7_z=-1724474.25; n_bills__roll7_z=-1715185.75; total_items__roll14_z=-4.51; n_bills__roll14_z=-4.47; n_bills__roll7_rel_jump=-2.99; total_items__roll7_rel_jump=-2.68; n_bills__roll14_rel_jump=-2.64; total_items__roll14_rel_jump=-2.38; avg_price_item=-1.44; derived_sum_per_item=-1.28 || total_items__roll7_z=-1724474.25; n_bills__roll7_z=-1715185.75; total_items__roll14_z=-4.51; n_bills__roll14_z=-4.47; n_bills__roll7_rel_jump=-2.99; total_items__roll7_rel_jump=-2.68; n_bills__roll14_rel_jump=-2.64; total_items__roll14_rel_jump=-2.38; avg_price_item=-1.44; derived_sum_per_item=-1.28
114,dcdec7ff2b88ec0c4cbcfc48b336e26c,2023-12-13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,total_items__roll14_z=-1767015.88; n_bills__roll14_z=-1753444.88; total_items__roll7_z=-1724474.25; n_bills__roll7_z=-1715185.75; n_bills__roll7_rel_jump=-2.99; total_items__roll7_rel_jump=-2.68; n_bills__roll14_rel_jump=-2.64; total_items__roll14_rel_jump=-2.38; avg_price_item=-1.44; derived_sum_per_item=-1.28 || total_items__roll14_z=-1767015.88; n_bills__roll14_z=-1753444.88; total_items__roll7_z=-1724474.25; n_bills__roll7_z=-1715185.75; n_bills__roll7_rel_jump=-2.99; total_items__roll7_rel_jump=-2.68; n_bills__roll14_rel_jump=-2.64; total_items__roll14_rel_jump=-2.38; avg_price_item=-1.44; derived_sum_per_item=-1.28 || total_items__roll14_z=-1767015.88; n_bills__roll14_z=-1753444.88; total_items__roll7_z=-1724474.25; n_bills__roll7_z=-1715185.75; n_bills__roll7_rel_jump=-2.99; total_items__roll7_rel_jump=-2.68; n_bills__roll14_rel_jump=-2.64; total_items__roll14_rel_jump=-2.38; avg_price_item=-1.44; derived_sum_per_item=-1.28
115,25fefa1b8968e14927a4772a6c6785e7,2023-10-06,1.0,1.0,1.0,1888500.0,14.0,1411400.0,0.74736565,max_sum__peer_date_robust_z=161.91; avg_sum__peer_date_robust_z=125.86; total_sum__peer_date_robust_z=18.52; total_items__peer_date_robust_z=-0.08; n_bills__peer_date_robust_z=-0.06; ecash_fraction__peer_date_robust_z=0.02 || max_sum__peer_date_robust_z=161.91; avg_sum__peer_date_robust_z=125.86; total_sum__peer_date_robust_z=18.52; total_items__peer_date_robust_z=-0.08; n_bills__peer_date_robust_z=-0.06; ecash_fraction__peer_date_robust_z=0.02 || max_sum__peer_date_robust_z=161.91; avg_sum__peer_date_robust_z=125.86; total_sum__peer_date_robust_z=18.52; total_items__peer_date_robust_z=-0.08; n_bills__peer_date_robust_z=-0.06; ecash_fraction__peer_date_robust_z=0.02
116,91db78d1b9843c99bfc6debb222e9f42,2023-12-27,1.0,1.0,1.0,36000.0,4.0,0.0,0.0,derived_cash_to_ecash=109571485990912.00; total_sum__roll7_rel_jump=95536603136.00; avg_sum__roll7_rel_jump=45266767872.00; total_sum__roll7_z=31359242240.00; max_sum__roll7_rel_jump=19706961920.00; max_sum__roll7_z=8722254848.00; avg_sum__roll7_z=8032186368.00; n_bills__roll7_rel_jump=11960785.00; total_items__roll7_rel_jump=10723842.00; total_items__roll7_z=3448948.50 || derived_cash_to_ecash=109571485990912.00; total_sum__roll7_rel_jump=95536603136.00; avg_sum__roll7_rel_jump=45266767872.00; total_sum__roll7_z=31359242240.00; max_sum__roll7_rel_jump=19706961920.00; max_sum__roll7_z=8722254848.00; avg_sum__roll7_z=8032186368.00; n_bills__roll7_rel_jump=11960785.00; total_items__roll7_rel_jump=10723842.00; total_items__roll7_z=3448948.50 || derived_cash_to_ecash=109571485990912.00; total_sum__roll7_rel_jump=95536603136.00; avg_sum__roll7_rel_jump=45266767872.00; total_sum__roll7_z=31359242240.00; max_sum__roll7_rel_jump=19706961920.00; max_sum__roll7_z=8722254848.00; avg_sum__roll7_z=8032186368.00; n_bills__roll7_rel_jump=11960785.00; total_items__roll7_rel_jump=10723842.00; total_items__roll7_z=3448948.50
117,dce375b33864eef06fbf66cc2306b8aa,2023-10-08,1.0,1.0,1.0,492332.0,5.0,303092.0,0.6156252,min_sum=465.70; avg_price_piece=284.06; avg_price_item=269.09; avg_cash=158.14; avg_ecash=129.79; median_sum=119.97; avg_sum=97.73; std_sum=75.03; max_sum=32.18; total_cash=14.09 || min_sum=465.70; avg_price_piece=284.06; avg_price_item=269.09; avg_cash=158.14; avg_ecash=129.79; median_sum=119.97; avg_sum=97.73; std_sum=75.03; max_sum=32.18; total_cash=14.09 || min_sum=465.70; avg_price_piece=284.06; avg_price_item=269.09; avg_cash=158.14; avg_ecash=129.79; median_sum=119.97; avg_sum=97.73; std_sum=75.03; max_sum=32.18; total_cash=14.09
118,dce375b33864eef06fbf66cc2306b8aa,2023-10-09,1.0,1.0,1.0,52600.0,1.0,0.0,0.0,min_sum=1011.38; avg_price_item=172.36; avg_price_piece=121.14; avg_cash=87.91; median_sum=82.33; avg_sum=51.97; max_sum=9.22; total_cash=3.92; ecash_fraction=-0.73; ecash_bills_fraction=-0.70 || min_sum=1011.38; avg_price_item=172.36; avg_price_piece=121.14; avg_cash=87.91; median_sum=82.33; avg_sum=51.97; max_sum=9.22; total_cash=3.92; ecash_fraction=-0.73; ecash_bills_fraction=-0.70 || min_sum=1011.38; avg_price_item=172.36; avg_price_piece=121.14; avg_cash=87.91; median_sum=82.33; avg_sum=51.97; max_sum=9.22; total_cash=3.92; ecash_fraction=-0.73; ecash_bills_fraction=-0.70
