final_day_rank,kkt_id,date,final_day_anomaly_score,best_day_score,mean_day_score,total_sum,n_bills,total_ecash,ecash_fraction,explanation
234,af3106fe7c7a928195532865959232ec,2023-11-06,0.0,1.0,1.0,78715.0,3.0,31815.0,0.40417963,min_sum=228.68; avg_price_piece=120.86; avg_price_item=85.80; median_sum=49.60; avg_ecash=40.48; avg_cash=39.19; avg_sum=25.67; std_sum=12.00; max_sum=5.96; total_cash=3.49 || min_sum=228.68; avg_price_piece=120.86; avg_price_item=85.80; median_sum=49.60; avg_ecash=40.48; avg_cash=39.19; avg_sum=25.67; std_sum=12.00; max_sum=5.96; total_cash=3.49 || min_sum=228.68; avg_price_piece=120.86; avg_price_item=85.80; median_sum=49.60; avg_ecash=40.48; avg_cash=39.19; avg_sum=25.67; std_sum=12.00; max_sum=5.96; total_cash=3.49
235,af3106fe7c7a928195532865959232ec,2023-11-09,0.0,1.0,1.0,91100.0,3.0,59100.0,0.64873767,min_sum=228.68; avg_price_piece=139.94; avg_price_item=99.35; avg_cash=53.48; median_sum=49.89; avg_ecash=37.56; avg_sum=29.79; std_sum=17.21; max_sum=8.22; total_cash=2.38 || min_sum=228.68; avg_price_piece=139.94; avg_price_item=99.35; avg_cash=53.48; median_sum=49.89; avg_ecash=37.56; avg_sum=29.79; std_sum=17.21; max_sum=8.22; total_cash=2.38 || min_sum=228.68; avg_price_piece=139.94; avg_price_item=99.35; avg_cash=53.48; median_sum=49.89; avg_ecash=37.56; avg_sum=29.79; std_sum=17.21; max_sum=8.22; total_cash=2.38
236,a8b4cd4a3838e87fb025359cee378909,2023-11-12,0.0,1.0,1.0,75683.0,34.0,0.0,0.0,derived_cash_to_ecash=230352752738304.00; min_sum=6.63; total_cash=5.39; median_sum=4.40; avg_cash=4.14; derived_cash_share=4.02; avg_sum__roll14_mean=3.73; avg_sum__roll7_mean=3.60; avg_sum=3.12; derived_sum_per_bill=3.12 || derived_cash_to_ecash=230352752738304.00; min_sum=6.63; total_cash=5.39; median_sum=4.40; avg_cash=4.14; derived_cash_share=4.02; avg_sum__roll14_mean=3.73; avg_sum__roll7_mean=3.60; avg_sum=3.12; derived_sum_per_bill=3.12 || derived_cash_to_ecash=230352752738304.00; min_sum=6.63; total_cash=5.39; median_sum=4.40; avg_cash=4.14; derived_cash_share=4.02; avg_sum__roll14_mean=3.73; avg_sum__roll7_mean=3.60; avg_sum=3.12; derived_sum_per_bill=3.12
237,af3106fe7c7a928195532865959232ec,2023-11-24,0.0,1.0,1.0,61000.0,2.0,11300.0,0.1852459,min_sum=217.14; avg_price_piece=140.56; avg_price_item=99.79; avg_cash=83.06; median_sum=47.53; avg_sum=29.92; std_sum=23.05; avg_ecash=14.01; max_sum=8.69; total_cash=3.70 || min_sum=217.14; avg_price_piece=140.56; avg_price_item=99.79; avg_cash=83.06; median_sum=47.53; avg_sum=29.92; std_sum=23.05; avg_ecash=14.01; max_sum=8.69; total_cash=3.70 || min_sum=217.14; avg_price_piece=140.56; avg_price_item=99.79; avg_cash=83.06; median_sum=47.53; avg_sum=29.92; std_sum=23.05; avg_ecash=14.01; max_sum=8.69; total_cash=3.70
238,a8b4cd4a3838e87fb025359cee378909,2023-11-10,0.0,1.0,1.0,79883.0,41.0,0.0,0.0,derived_cash_to_ecash=243136085360640.00; min_sum=9.21; total_cash=5.69; derived_cash_share=4.02; avg_sum__roll7_mean=3.81; avg_sum__roll14_mean=3.67; avg_cash=3.61; median_sum=2.96; avg_sum=2.62; derived_sum_per_bill=2.62 || derived_cash_to_ecash=243136085360640.00; min_sum=9.21; total_cash=5.69; derived_cash_share=4.02; avg_sum__roll7_mean=3.81; avg_sum__roll14_mean=3.67; avg_cash=3.61; median_sum=2.96; avg_sum=2.62; derived_sum_per_bill=2.62 || derived_cash_to_ecash=243136085360640.00; min_sum=9.21; total_cash=5.69; derived_cash_share=4.02; avg_sum__roll7_mean=3.81; avg_sum__roll14_mean=3.67; avg_cash=3.61; median_sum=2.96; avg_sum=2.62; derived_sum_per_bill=2.62
239,af28838b75778227b973f7a978e934fa,2023-12-04,0.0,1.0,1.0,842000.0,11.0,0.0,0.0,min_sum=961.38; avg_price_piece=353.42; avg_price_item=250.99; median_sum=150.68; avg_cash=127.93; avg_sum=75.86; total_cash=62.68; std_sum=29.33; max_sum=18.37; total_sum=7.69 || min_sum=961.38; avg_price_piece=353.42; avg_price_item=250.99; median_sum=150.68; avg_cash=127.93; avg_sum=75.86; total_cash=62.68; std_sum=29.33; max_sum=18.37; total_sum=7.69 || min_sum=961.38; avg_price_piece=353.42; avg_price_item=250.99; median_sum=150.68; avg_cash=127.93; avg_sum=75.86; total_cash=62.68; std_sum=29.33; max_sum=18.37; total_sum=7.69
240,a8b4cd4a3838e87fb025359cee378909,2023-11-09,0.0,1.0,1.0,79022.0,30.0,0.0,0.0,derived_cash_to_ecash=240515517775872.00; min_sum=16.38; total_cash=5.63; avg_cash=4.93; median_sum=4.80; derived_cash_share=4.02; avg_sum__peer_date_robust_z=3.90; avg_sum=3.84; derived_sum_per_bill=3.84; avg_sum__roll7_mean=3.62 || derived_cash_to_ecash=240515517775872.00; min_sum=16.38; total_cash=5.63; avg_cash=4.93; median_sum=4.80; derived_cash_share=4.02; avg_sum__peer_date_robust_z=3.90; avg_sum=3.84; derived_sum_per_bill=3.84; avg_sum__roll7_mean=3.62 || derived_cash_to_ecash=240515517775872.00; min_sum=16.38; total_cash=5.63; avg_cash=4.93; median_sum=4.80; derived_cash_share=4.02; avg_sum__peer_date_robust_z=3.90; avg_sum=3.84; derived_sum_per_bill=3.84; avg_sum__roll7_mean=3.62
241,af3106fe7c7a928195532865959232ec,2023-12-09,0.0,1.0,1.0,305097.0,4.0,300197.0,0.9839395,avg_price_piece=281.65; avg_price_item=200.01; std_sum=150.51; avg_ecash=128.55; avg_sum=75.59; max_sum=52.98; min_sum=46.95; median_sum=10.32; avg_cash=8.19; total_ecash=3.02 || avg_price_piece=281.65; avg_price_item=200.01; std_sum=150.51; avg_ecash=128.55; avg_sum=75.59; max_sum=52.98; min_sum=46.95; median_sum=10.32; avg_cash=8.19; total_ecash=3.02 || avg_price_piece=281.65; avg_price_item=200.01; std_sum=150.51; avg_ecash=128.55; avg_sum=75.59; max_sum=52.98; min_sum=46.95; median_sum=10.32; avg_cash=8.19; total_ecash=3.02
242,a8b4cd4a3838e87fb025359cee378909,2023-11-08,0.0,1.0,1.0,60806.0,28.0,0.0,0.0,derived_cash_to_ecash=185072338599936.00; min_sum=9.23; total_cash=4.33; avg_cash=4.04; derived_cash_share=4.02; avg_sum__peer_date_robust_z=3.82; avg_sum__roll7_mean=3.60; avg_sum__roll14_mean=3.60; median_sum=3.36; avg_sum=3.02 || derived_cash_to_ecash=185072338599936.00; min_sum=9.23; total_cash=4.33; avg_cash=4.04; derived_cash_share=4.02; avg_sum__peer_date_robust_z=3.82; avg_sum__roll7_mean=3.60; avg_sum__roll14_mean=3.60; median_sum=3.36; avg_sum=3.02 || derived_cash_to_ecash=185072338599936.00; min_sum=9.23; total_cash=4.33; avg_cash=4.04; derived_cash_share=4.02; avg_sum__peer_date_robust_z=3.82; avg_sum__roll7_mean=3.60; avg_sum__roll14_mean=3.60; median_sum=3.36; avg_sum=3.02
243,af3106fe7c7a928195532865959232ec,2023-11-30,0.0,1.0,1.0,63550.0,2.0,23800.0,0.37450826,min_sum=457.53; avg_price_piece=146.45; avg_price_item=103.98; avg_cash=66.43; median_sum=49.53; avg_sum=31.19; avg_ecash=30.14; std_sum=9.24; max_sum=6.84; total_cash=2.96 || min_sum=457.53; avg_price_piece=146.45; avg_price_item=103.98; avg_cash=66.43; median_sum=49.53; avg_sum=31.19; avg_ecash=30.14; std_sum=9.24; max_sum=6.84; total_cash=2.96 || min_sum=457.53; avg_price_piece=146.45; avg_price_item=103.98; avg_cash=66.43; median_sum=49.53; avg_sum=31.19; avg_ecash=30.14; std_sum=9.24; max_sum=6.84; total_cash=2.96
244,a8b4cd4a3838e87fb025359cee378909,2023-11-07,0.0,1.0,1.0,59429.0,30.0,0.0,0.0,derived_cash_to_ecash=180881222270976.00; min_sum=8.92; total_cash=4.23; derived_cash_share=4.02; median_sum=3.88; avg_sum__roll7_mean=3.69; avg_cash=3.67; avg_sum__roll14_mean=3.67; avg_sum__peer_date_robust_z=3.34; avg_sum=2.68 || derived_cash_to_ecash=180881222270976.00; min_sum=8.92; total_cash=4.23; derived_cash_share=4.02; median_sum=3.88; avg_sum__roll7_mean=3.69; avg_cash=3.67; avg_sum__roll14_mean=3.67; avg_sum__peer_date_robust_z=3.34; avg_sum=2.68 || derived_cash_to_ecash=180881222270976.00; min_sum=8.92; total_cash=4.23; derived_cash_share=4.02; median_sum=3.88; avg_sum__roll7_mean=3.69; avg_cash=3.67; avg_sum__roll14_mean=3.67; avg_sum__peer_date_robust_z=3.34; avg_sum=2.68
245,af3106fe7c7a928195532865959232ec,2023-11-19,0.0,1.0,1.0,178610.0,6.0,94310.0,0.52802193,min_sum=192.14; avg_price_piece=68.37; avg_price_item=48.51; avg_cash=46.96; avg_ecash=39.99; median_sum=33.68; avg_sum=29.19; std_sum=23.53; max_sum=10.20; total_cash=6.28 || min_sum=192.14; avg_price_piece=68.37; avg_price_item=48.51; avg_cash=46.96; avg_ecash=39.99; median_sum=33.68; avg_sum=29.19; std_sum=23.53; max_sum=10.20; total_cash=6.28 || min_sum=192.14; avg_price_piece=68.37; avg_price_item=48.51; avg_cash=46.96; avg_ecash=39.99; median_sum=33.68; avg_sum=29.19; std_sum=23.53; max_sum=10.20; total_cash=6.28
246,a8b4cd4a3838e87fb025359cee378909,2023-11-15,0.0,1.0,1.0,70017.0,43.0,0.0,0.0,derived_cash_to_ecash=213107418857472.00; min_sum=9.49; total_cash=4.98; derived_cash_share=4.02; avg_sum__roll7_mean=3.92; avg_sum__roll14_mean=3.87; avg_cash=3.00; median_sum=2.25; avg_sum__peer_date_robust_z=2.24; avg_sum__roll7_std=2.18 || derived_cash_to_ecash=213107418857472.00; min_sum=9.49; total_cash=4.98; derived_cash_share=4.02; avg_sum__roll7_mean=3.92; avg_sum__roll14_mean=3.87; avg_cash=3.00; median_sum=2.25; avg_sum__peer_date_robust_z=2.24; avg_sum__roll7_std=2.18 || derived_cash_to_ecash=213107418857472.00; min_sum=9.49; total_cash=4.98; derived_cash_share=4.02; avg_sum__roll7_mean=3.92; avg_sum__roll14_mean=3.87; avg_cash=3.00; median_sum=2.25; avg_sum__peer_date_robust_z=2.24; avg_sum__roll7_std=2.18
247,a8b4cd4a3838e87fb025359cee378909,2023-11-16,0.0,1.0,1.0,64081.0,35.0,0.0,0.0,derived_cash_to_ecash=195040286605312.00; min_sum=8.01; total_cash=4.56; derived_cash_share=4.02; avg_sum__roll14_mean=3.79; avg_sum__roll7_mean=3.75; avg_cash=3.38; avg_sum__roll7_std=2.61; avg_sum__peer_date_robust_z=2.59; derived_sum_per_bill=2.42 || derived_cash_to_ecash=195040286605312.00; min_sum=8.01; total_cash=4.56; derived_cash_share=4.02; avg_sum__roll14_mean=3.79; avg_sum__roll7_mean=3.75; avg_cash=3.38; avg_sum__roll7_std=2.61; avg_sum__peer_date_robust_z=2.59; derived_sum_per_bill=2.42 || derived_cash_to_ecash=195040286605312.00; min_sum=8.01; total_cash=4.56; derived_cash_share=4.02; avg_sum__roll14_mean=3.79; avg_sum__roll7_mean=3.75; avg_cash=3.38; avg_sum__roll7_std=2.61; avg_sum__peer_date_robust_z=2.59; derived_sum_per_bill=2.42
248,af3106fe7c7a928195532865959232ec,2023-11-05,0.0,1.0,1.0,196500.0,6.0,45000.0,0.22900763,avg_price_piece=150.96; avg_price_item=107.18; avg_cash=84.40; median_sum=46.74; avg_sum=32.17; min_sum=28.68; std_sum=25.33; avg_ecash=18.78; max_sum=11.89; total_cash=11.28 || avg_price_piece=150.96; avg_price_item=107.18; avg_cash=84.40; median_sum=46.74; avg_sum=32.17; min_sum=28.68; std_sum=25.33; avg_ecash=18.78; max_sum=11.89; total_cash=11.28 || avg_price_piece=150.96; avg_price_item=107.18; avg_cash=84.40; median_sum=46.74; avg_sum=32.17; min_sum=28.68; std_sum=25.33; avg_ecash=18.78; max_sum=11.89; total_cash=11.28
249,af3106fe7c7a928195532865959232ec,2023-10-26,0.0,1.0,1.0,85150.0,2.0,46150.0,0.54198474,min_sum=749.84; avg_price_piece=130.77; avg_price_item=92.84; median_sum=66.54; avg_cash=65.18; avg_ecash=58.98; avg_sum=41.97; max_sum=8.03; std_sum=3.82; total_cash=2.90 || min_sum=749.84; avg_price_piece=130.77; avg_price_item=92.84; median_sum=66.54; avg_cash=65.18; avg_ecash=58.98; avg_sum=41.97; max_sum=8.03; std_sum=3.82; total_cash=2.90 || min_sum=749.84; avg_price_piece=130.77; avg_price_item=92.84; median_sum=66.54; avg_cash=65.18; avg_ecash=58.98; avg_sum=41.97; max_sum=8.03; std_sum=3.82; total_cash=2.90
250,a8b4cd4a3838e87fb025359cee378909,2023-11-17,0.0,1.0,1.0,84599.0,34.0,0.0,0.0,derived_cash_to_ecash=257489949949952.00; min_sum=12.03; total_cash=6.02; avg_cash=4.65; median_sum=4.31; derived_cash_share=4.02; avg_sum__roll14_mean=3.76; avg_sum__peer_date_robust_z=3.76; avg_sum=3.58; derived_sum_per_bill=3.58 || derived_cash_to_ecash=257489949949952.00; min_sum=12.03; total_cash=6.02; avg_cash=4.65; median_sum=4.31; derived_cash_share=4.02; avg_sum__roll14_mean=3.76; avg_sum__peer_date_robust_z=3.76; avg_sum=3.58; derived_sum_per_bill=3.58 || derived_cash_to_ecash=257489949949952.00; min_sum=12.03; total_cash=6.02; avg_cash=4.65; median_sum=4.31; derived_cash_share=4.02; avg_sum__roll14_mean=3.76; avg_sum__peer_date_robust_z=3.76; avg_sum=3.58; derived_sum_per_bill=3.58
251,af02e6a4ce6ad9a70a42173390629a15,2023-12-04,0.0,1.0,1.0,94000.0,1.0,94000.0,1.0,min_sum=1807.53; avg_price_piece=434.11; avg_price_item=308.31; median_sum=147.53; avg_ecash=120.72; avg_sum=93.27; max_sum=16.89; total_ecash=0.78; skew_sum=-0.62; total_sum=0.60 || min_sum=1807.53; avg_price_piece=434.11; avg_price_item=308.31; median_sum=147.53; avg_ecash=120.72; avg_sum=93.27; max_sum=16.89; total_ecash=0.78; skew_sum=-0.62; total_sum=0.60 || min_sum=1807.53; avg_price_piece=434.11; avg_price_item=308.31; median_sum=147.53; avg_ecash=120.72; avg_sum=93.27; max_sum=16.89; total_ecash=0.78; skew_sum=-0.62; total_sum=0.60
252,a8b4cd4a3838e87fb025359cee378909,2023-11-19,0.0,1.0,1.0,76307.0,40.0,0.0,0.0,derived_cash_to_ecash=232252017475584.00; min_sum=6.69; total_cash=5.43; derived_cash_share=4.02; avg_sum__roll14_mean=3.79; avg_sum__roll7_mean=3.77; avg_cash=3.53; median_sum=3.12; avg_sum=2.55; derived_sum_per_bill=2.55 || derived_cash_to_ecash=232252017475584.00; min_sum=6.69; total_cash=5.43; derived_cash_share=4.02; avg_sum__roll14_mean=3.79; avg_sum__roll7_mean=3.77; avg_cash=3.53; median_sum=3.12; avg_sum=2.55; derived_sum_per_bill=2.55 || derived_cash_to_ecash=232252017475584.00; min_sum=6.69; total_cash=5.43; derived_cash_share=4.02; avg_sum__roll14_mean=3.79; avg_sum__roll7_mean=3.77; avg_cash=3.53; median_sum=3.12; avg_sum=2.55; derived_sum_per_bill=2.55
253,af3106fe7c7a928195532865959232ec,2023-10-24,0.0,1.0,1.0,61830.0,2.0,56850.0,0.9194566,min_sum=95.61; avg_ecash=72.78; avg_price_piece=71.02; avg_price_item=67.32; median_sum=48.18; std_sum=31.34; avg_sum=30.34; max_sum=10.01; avg_cash=8.32; skew_sum=-0.62 || min_sum=95.61; avg_ecash=72.78; avg_price_piece=71.02; avg_price_item=67.32; median_sum=48.18; std_sum=31.34; avg_sum=30.34; max_sum=10.01; avg_cash=8.32; skew_sum=-0.62 || min_sum=95.61; avg_ecash=72.78; avg_price_piece=71.02; avg_price_item=67.32; median_sum=48.18; std_sum=31.34; avg_sum=30.34; max_sum=10.01; avg_cash=8.32; skew_sum=-0.62
254,af3106fe7c7a928195532865959232ec,2023-11-28,0.0,1.0,1.0,1065412.0,3.0,765412.0,0.7184188,avg_price_piece=1230.87; avg_price_item=1165.81; std_sum=560.93; avg_cash=501.39; avg_sum=353.79; avg_ecash=328.64; min_sum=234.45; max_sum=184.67; median_sum=83.29; total_cash=22.33 || avg_price_piece=1230.87; avg_price_item=1165.81; std_sum=560.93; avg_cash=501.39; avg_sum=353.79; avg_ecash=328.64; min_sum=234.45; max_sum=184.67; median_sum=83.29; total_cash=22.33 || avg_price_piece=1230.87; avg_price_item=1165.81; std_sum=560.93; avg_cash=501.39; avg_sum=353.79; avg_ecash=328.64; min_sum=234.45; max_sum=184.67; median_sum=83.29; total_cash=22.33
255,a8b4cd4a3838e87fb025359cee378909,2023-11-20,0.0,1.0,1.0,75351.0,25.0,0.0,0.0,derived_cash_to_ecash=229342261018624.00; avg_cash=5.66; median_sum=5.43; total_cash=5.37; avg_sum__peer_date_robust_z=5.32; min_sum=4.92; std_sum=4.57; avg_sum=4.51; derived_sum_per_bill=4.51; max_sum__peer_date_robust_z=4.46 || derived_cash_to_ecash=229342261018624.00; avg_cash=5.66; median_sum=5.43; total_cash=5.37; avg_sum__peer_date_robust_z=5.32; min_sum=4.92; std_sum=4.57; avg_sum=4.51; derived_sum_per_bill=4.51; max_sum__peer_date_robust_z=4.46 || derived_cash_to_ecash=229342261018624.00; avg_cash=5.66; median_sum=5.43; total_cash=5.37; avg_sum__peer_date_robust_z=5.32; min_sum=4.92; std_sum=4.57; avg_sum=4.51; derived_sum_per_bill=4.51; max_sum__peer_date_robust_z=4.46
256,af3106fe7c7a928195532865959232ec,2023-10-04,0.0,1.0,1.0,139390.0,4.0,103390.0,0.7417318,min_sum=163.30; avg_price_piece=91.62; avg_price_item=65.03; median_sum=63.58; avg_cash=60.17; avg_ecash=43.90; avg_sum=34.26; std_sum=19.09; max_sum=8.65; total_cash=2.68 || min_sum=163.30; avg_price_piece=91.62; avg_price_item=65.03; median_sum=63.58; avg_cash=60.17; avg_ecash=43.90; avg_sum=34.26; std_sum=19.09; max_sum=8.65; total_cash=2.68 || min_sum=163.30; avg_price_piece=91.62; avg_price_item=65.03; median_sum=63.58; avg_cash=60.17; avg_ecash=43.90; avg_sum=34.26; std_sum=19.09; max_sum=8.65; total_cash=2.68
257,a8b4cd4a3838e87fb025359cee378909,2023-11-21,0.0,1.0,1.0,65545.0,40.0,0.0,0.0,derived_cash_to_ecash=199496197734400.00; total_cash=4.67; derived_cash_share=4.02; min_sum=4.00; avg_sum__roll14_mean=3.93; median_sum=3.69; avg_sum__roll7_mean=3.69; avg_cash=3.02; avg_sum__roll7_std=2.68; max_sum__roll7_std=2.48 || derived_cash_to_ecash=199496197734400.00; total_cash=4.67; derived_cash_share=4.02; min_sum=4.00; avg_sum__roll14_mean=3.93; median_sum=3.69; avg_sum__roll7_mean=3.69; avg_cash=3.02; avg_sum__roll7_std=2.68; max_sum__roll7_std=2.48 || derived_cash_to_ecash=199496197734400.00; total_cash=4.67; derived_cash_share=4.02; min_sum=4.00; avg_sum__roll14_mean=3.93; median_sum=3.69; avg_sum__roll7_mean=3.69; avg_cash=3.02; avg_sum__roll7_std=2.68; max_sum__roll7_std=2.48
258,af28838b75778227b973f7a978e934fa,2023-12-13,0.0,1.0,1.0,646000.0,7.0,0.0,0.0,min_sum=1634.45; avg_price_piece=426.19; avg_price_item=302.68; avg_cash=154.24; median_sum=141.23; avg_sum=91.56; total_cash=48.09; max_sum=17.81; std_sum=6.62; total_sum=5.83 || min_sum=1634.45; avg_price_piece=426.19; avg_price_item=302.68; avg_cash=154.24; median_sum=141.23; avg_sum=91.56; total_cash=48.09; max_sum=17.81; std_sum=6.62; total_sum=5.83 || min_sum=1634.45; avg_price_piece=426.19; avg_price_item=302.68; avg_cash=154.24; median_sum=141.23; avg_sum=91.56; total_cash=48.09; max_sum=17.81; std_sum=6.62; total_sum=5.83
259,af28838b75778227b973f7a978e934fa,2023-12-08,0.0,1.0,1.0,942000.0,11.0,0.0,0.0,min_sum=961.38; avg_price_piece=395.45; avg_price_item=280.84; median_sum=153.83; avg_cash=143.12; avg_sum=84.93; total_cash=70.12; std_sum=26.40; max_sum=18.37; total_sum=8.64 || min_sum=961.38; avg_price_piece=395.45; avg_price_item=280.84; median_sum=153.83; avg_cash=143.12; avg_sum=84.93; total_cash=70.12; std_sum=26.40; max_sum=18.37; total_sum=8.64 || min_sum=961.38; avg_price_piece=395.45; avg_price_item=280.84; median_sum=153.83; avg_cash=143.12; avg_sum=84.93; total_cash=70.12; std_sum=26.40; max_sum=18.37; total_sum=8.64
260,a8b4cd4a3838e87fb025359cee378909,2023-11-01,0.0,1.0,1.0,81933.0,39.0,0.0,0.0,derived_cash_to_ecash=249375582322688.00; total_cash=5.83; min_sum=5.20; derived_cash_share=4.02; avg_cash=3.90; avg_sum__roll14_mean=3.75; median_sum=3.66; avg_sum__peer_date_robust_z=3.64; avg_sum__roll7_mean=3.39; derived_items_per_bill=3.00 || derived_cash_to_ecash=249375582322688.00; total_cash=5.83; min_sum=5.20; derived_cash_share=4.02; avg_cash=3.90; avg_sum__roll14_mean=3.75; median_sum=3.66; avg_sum__peer_date_robust_z=3.64; avg_sum__roll7_mean=3.39; derived_items_per_bill=3.00 || derived_cash_to_ecash=249375582322688.00; total_cash=5.83; min_sum=5.20; derived_cash_share=4.02; avg_cash=3.90; avg_sum__roll14_mean=3.75; median_sum=3.66; avg_sum__peer_date_robust_z=3.64; avg_sum__roll7_mean=3.39; derived_items_per_bill=3.00
261,af28838b75778227b973f7a978e934fa,2023-12-06,0.0,1.0,1.0,1244000.0,15.0,0.0,0.0,min_sum=961.38; avg_price_piece=382.95; avg_price_item=271.97; median_sum=150.68; avg_cash=138.61; total_cash=92.60; avg_sum=82.23; std_sum=28.21; max_sum=18.37; total_sum=11.50 || min_sum=961.38; avg_price_piece=382.95; avg_price_item=271.97; median_sum=150.68; avg_cash=138.61; total_cash=92.60; avg_sum=82.23; std_sum=28.21; max_sum=18.37; total_sum=11.50 || min_sum=961.38; avg_price_piece=382.95; avg_price_item=271.97; median_sum=150.68; avg_cash=138.61; total_cash=92.60; avg_sum=82.23; std_sum=28.21; max_sum=18.37; total_sum=11.50
262,ae0a592ed14537edf8263d0fd4c46848,2023-12-10,0.0,1.0,1.0,999407.0,100.0,793103.0,0.7935736,max_sum=30.07; std_sum=24.96; avg_cash=24.25; total_cash=15.12; avg_ecash=11.06; avg_price_piece=9.59; avg_sum=9.46; total_sum=9.18; total_ecash=8.39; avg_price_item=7.31 || max_sum=30.07; std_sum=24.96; avg_cash=24.25; total_cash=15.12; avg_ecash=11.06; avg_price_piece=9.59; avg_sum=9.46; total_sum=9.18; total_ecash=8.39; avg_price_item=7.31 || max_sum=30.07; std_sum=24.96; avg_cash=24.25; total_cash=15.12; avg_ecash=11.06; avg_price_piece=9.59; avg_sum=9.46; total_sum=9.18; total_ecash=8.39; avg_price_item=7.31
263,a8b4cd4a3838e87fb025359cee378909,2023-11-18,0.0,1.0,1.0,85083.0,37.0,0.0,0.0,derived_cash_to_ecash=258963073400832.00; min_sum=14.84; total_cash=6.06; median_sum=5.16; avg_cash=4.29; derived_cash_share=4.02; avg_sum__roll14_mean=3.74; avg_sum__roll7_mean=3.66; avg_sum=3.25; derived_sum_per_bill=3.25 || derived_cash_to_ecash=258963073400832.00; min_sum=14.84; total_cash=6.06; median_sum=5.16; avg_cash=4.29; derived_cash_share=4.02; avg_sum__roll14_mean=3.74; avg_sum__roll7_mean=3.66; avg_sum=3.25; derived_sum_per_bill=3.25 || derived_cash_to_ecash=258963073400832.00; min_sum=14.84; total_cash=6.06; median_sum=5.16; avg_cash=4.29; derived_cash_share=4.02; avg_sum__roll14_mean=3.74; avg_sum__roll7_mean=3.66; avg_sum=3.25; derived_sum_per_bill=3.25
264,a8b4cd4a3838e87fb025359cee378909,2023-12-13,0.0,1.0,1.0,55716.0,24.0,0.0,0.0,derived_cash_to_ecash=169580139905024.00; min_sum=5.26; median_sum=5.02; avg_sum__roll7_mean=4.52; avg_sum__roll14_mean=4.44; avg_cash=4.33; derived_cash_share=4.02; total_cash=3.97; avg_sum__peer_date_robust_z=3.56; avg_sum=3.28 || derived_cash_to_ecash=169580139905024.00; min_sum=5.26; median_sum=5.02; avg_sum__roll7_mean=4.52; avg_sum__roll14_mean=4.44; avg_cash=4.33; derived_cash_share=4.02; total_cash=3.97; avg_sum__peer_date_robust_z=3.56; avg_sum=3.28 || derived_cash_to_ecash=169580139905024.00; min_sum=5.26; median_sum=5.02; avg_sum__roll7_mean=4.52; avg_sum__roll14_mean=4.44; avg_cash=4.33; derived_cash_share=4.02; total_cash=3.97; avg_sum__peer_date_robust_z=3.56; avg_sum=3.28
265,a8b4cd4a3838e87fb025359cee378909,2023-12-09,0.0,1.0,1.0,119898.0,38.0,0.0,0.0,derived_cash_to_ecash=364927868993536.00; total_cash=8.54; median_sum=6.72; min_sum=6.06; avg_cash=5.93; avg_sum=4.76; derived_sum_per_bill=4.76; avg_sum__roll7_mean=4.34; avg_sum__roll14_mean=4.21; derived_items_per_bill=4.15 || derived_cash_to_ecash=364927868993536.00; total_cash=8.54; median_sum=6.72; min_sum=6.06; avg_cash=5.93; avg_sum=4.76; derived_sum_per_bill=4.76; avg_sum__roll7_mean=4.34; avg_sum__roll14_mean=4.21; derived_items_per_bill=4.15 || derived_cash_to_ecash=364927868993536.00; total_cash=8.54; median_sum=6.72; min_sum=6.06; avg_cash=5.93; avg_sum=4.76; derived_sum_per_bill=4.76; avg_sum__roll7_mean=4.34; avg_sum__roll14_mean=4.21; derived_items_per_bill=4.15
266,af02e6a4ce6ad9a70a42173390629a15,2023-11-23,0.0,1.0,1.0,127800.0,1.0,127800.0,1.0,min_sum=2457.53; avg_price_piece=590.36; avg_price_item=419.30; median_sum=200.75; avg_ecash=164.33; avg_sum=126.99; max_sum=23.15; total_ecash=1.14; total_sum=0.92; skew_sum=-0.62 || min_sum=2457.53; avg_price_piece=590.36; avg_price_item=419.30; median_sum=200.75; avg_ecash=164.33; avg_sum=126.99; max_sum=23.15; total_ecash=1.14; total_sum=0.92; skew_sum=-0.62 || min_sum=2457.53; avg_price_piece=590.36; avg_price_item=419.30; median_sum=200.75; avg_ecash=164.33; avg_sum=126.99; max_sum=23.15; total_ecash=1.14; total_sum=0.92; skew_sum=-0.62
267,ae7775e32570b1cd765d1e38cc186d57,2023-11-29,0.0,1.0,1.0,821460.0,13.0,732505.0,0.8917111,std_sum=213.99; avg_ecash=188.46; max_sum=122.79; min_sum=76.76; avg_sum=62.53; avg_price_item=28.03; avg_price_piece=20.37; median_sum=10.52; avg_cash=9.94; total_ecash=7.73 || std_sum=213.99; avg_ecash=188.46; max_sum=122.79; min_sum=76.76; avg_sum=62.53; avg_price_item=28.03; avg_price_piece=20.37; median_sum=10.52; avg_cash=9.94; total_ecash=7.73 || std_sum=213.99; avg_ecash=188.46; max_sum=122.79; min_sum=76.76; avg_sum=62.53; avg_price_item=28.03; avg_price_piece=20.37; median_sum=10.52; avg_cash=9.94; total_ecash=7.73
