kkt_id,ts_final_score,ts_best_device_score,ts_mean_device_score,ts_max_daily_score,ts_total_anomaly_days,ts_total_days,ts_n_appearances
4461f6278ebc79d158a05e0a54cee1fe,1.0,1.0,0.7839615775992306,1.0,933,92,21
641df0c633b73755a16c0ade46c12edd,1.0,1.0,0.8772174100724868,1.0,837,92,21
44bf3e11067e699ce1701b40095478c8,1.0,1.0,0.8073027246883882,1.0,1397,92,21
c366679dd924d8224a4f055a4a244889,1.0,1.0,0.9027523930307748,1.0,1063,92,21
c344b06fb7b5172e95e0370550eff387,1.0,1.0,0.9070011854856108,1.0,808,92,21
450990db28924a2ec88ce23dc342341e,1.0,1.0,0.7734334635386064,1.0,1290,92,21
451b58d286393ff4ecd8fe29f3d0e520,1.0,1.0,0.8323640379785913,1.0,1311,92,21
221025cd1d3b42d5df4ef9abccf7ce37,1.0,1.0,0.8130502264791627,1.0,777,92,21
995f382f2dc4029827e954ae04a4f8b0,1.0,1.0,0.8067053114956134,1.0,872,92,21
4526c78025f5b00a34b8bf1de860b175,1.0,1.0,0.9383469832371308,1.0,716,92,21
453293aee6f02ad25d93e4b467ded5a3,1.0,1.0,0.9510594783921484,1.0,746,92,21
1287a2d01a21e019d228cb02806c53c5,1.0,1.0,0.9219679865013526,1.0,1122,92,21
d66ca0d663b22f11183bab80586c0066,1.0,1.0,0.7808074489820843,1.0,1324,92,21
69ca5dcd89e9ef68ec5142a3529fabaf,1.0,1.0,0.9266156561736296,1.0,779,92,21
0a4cad0412fedce8565a70b85dafca6a,1.0,1.0,0.8830948783575729,1.0,676,92,21
47cd27b14411a44c80febb50ebf0c6f5,1.0,1.0,0.9280841910818424,1.0,677,92,21
6cdac220fa1cbf9f396cbb88bdb1959e,1.0,1.0,0.9351753049767666,1.0,684,92,21
3aa71da3286c2b3e1b8b51b9e47f48ea,1.0,1.0,0.9231271975435212,1.0,1158,92,21
16dc2464d4da1847bec5dba06a26d043,1.0,1.0,0.887543125977354,1.0,924,92,21
a11c187f96718540af73c83d957bcc89,1.0,1.0,0.8417688184008622,1.0,883,92,21
f3f35e2d20be45bd541b94d52f2cb3b2,1.0,1.0,0.9234482097033344,1.0,760,92,21
1aa6f19e100b797acf7dffbbd0ec3c6c,1.0,1.0,0.825622789485793,1.0,1303,92,21
6cef148d99d96252953464563f92bbd3,1.0,1.0,0.8022736457627208,1.0,1420,92,21
b2a0ec2c332d6fc90f151dd875b4deca,1.0,1.0,0.899518159208329,1.0,766,92,21
1abfac7cf8286e70bbab1a3fc97bc305,1.0,1.0,0.7695180389040489,1.0,1258,92,21
a0f5efba84b14e5d379e975e0480dc50,1.0,1.0,0.8794085922359671,1.0,1346,92,21
c62767bd41b149647701ebd8acf3dcd8,1.0,1.0,0.8036135854016642,1.0,1380,92,21
d2198bff5d8e29225d6032f37643a711,1.0,1.0,0.8328042770413114,1.0,851,92,21
a07a32632f195d4aa6e77d4372ac8b3f,1.0,1.0,0.7536141181683195,1.0,1292,92,21
6cc60124bdca8aec2d58e2687bda885a,1.0,1.0,0.9059661750704842,1.0,1125,92,21
3c7897ea0ed7e6cdc0dc70e7a651148d,1.0,1.0,0.7794288264682185,1.0,973,92,21
3c7f67c7b258f2d1204dabd1fd058e7c,1.0,1.0,0.7684219081592891,1.0,951,92,21
16ba967a650c0822c8fa1e083c522282,1.0,1.0,0.8616532686140433,1.0,755,92,21
f309ca00d4535ea184f637a387e18c2d,1.0,1.0,0.7668627053855284,1.0,845,92,21
3cc99e79577ff2ec6ff30bd81ebbbeea,1.0,1.0,0.9329796784159712,1.0,874,92,21
6e4d2d5de431ae59c273c0f2a2d1d7ba,1.0,1.0,0.7718011330049059,1.0,914,92,21
021e1673bdfe5780e9543848c3e91c77,1.0,1.0,0.7880283210922121,1.0,957,92,21
3cee44bca7154720a66702cce1c365fb,1.0,1.0,0.8807129637123735,1.0,1357,92,21
6edd706aa529c4dd73a8981cc6ffe147,1.0,1.0,0.770963095123085,1.0,1407,92,21
37bf6e02802f9dfbe0ab60214cef4c32,1.0,1.0,0.9544724531634105,1.0,885,92,21
10b27d2f8e42c622760a219e182fb8c9,1.0,1.0,0.9536565524742856,1.0,845,92,21
d11fbe948ea5b930cee0531f646b90d5,1.0,1.0,0.9625476178260816,1.0,1317,92,21
d13543113b59e475f1a965a5a5f161c3,1.0,1.0,0.8915010499995978,1.0,711,92,21
a262639adc5f7f71774a79e63c55530e,1.0,1.0,0.9041131050882782,1.0,1215,92,21
b20e79d62409f7475f99bc95dac1a294,1.0,1.0,0.8488750319742463,1.0,1006,92,21
f4e3573eeb65b94fa8f4be883cde01e6,1.0,1.0,0.8032845208015035,1.0,953,92,21
a2129434a91aa966344c82342231fa48,1.0,1.0,0.9547930682315308,1.0,850,92,21
81a67f06f089eaf95db4c882781b520e,1.0,1.0,0.8100878639162222,1.0,749,92,21
a1731428d45606df75ab8e0de8f931bf,1.0,1.0,0.932042832821616,1.0,1539,92,21
1a6ffc2ae9351f484fa2242584d2fce5,1.0,1.0,0.8034404939191385,1.0,865,92,21
f4838d2c34f7a6d4a98c656f485db0b6,1.0,1.0,0.771406725896813,1.0,1137,92,21
0dc61b2c7bda0d3d79f116ce67390cdc,1.0,1.0,0.8216257853056174,1.0,807,92,21
