final_rank,kkt_id,final_kkt_anomaly_score,best_score,mean_score,ts_final_score,ts_total_anomaly_days,ts_total_days,explanation
95,2ce81782b78442a309d98d12e5e81051,1.0,1.0,1.0,1.0,680,92,avg_price_item__standard_deviation=179.07; avg_price_item__mean=120.80; avg_price_piece__standard_deviation=3.71; avg_price_piece__mean=2.21; n_items__standard_deviation=-0.39; n_items__mean=-0.34; total_items__mean=-0.30; total_items__standard_deviation=-0.29 || avg_price_item__standard_deviation=179.07; avg_price_item__mean=120.80; avg_price_piece__standard_deviation=3.71; avg_price_piece__mean=2.21; n_items__standard_deviation=-0.39; n_items__mean=-0.34; total_items__mean=-0.30; total_items__standard_deviation=-0.29 || avg_price_item__standard_deviation=179.07; avg_price_item__mean=120.80; avg_price_piece__standard_deviation=3.71; avg_price_piece__mean=2.21; n_items__standard_deviation=-0.39; n_items__mean=-0.34; total_items__mean=-0.30; total_items__standard_deviation=-0.29
96,05ea40a5050c68fd2a2276927e9d2749,1.0,1.0,1.0,1.0,757,92,avg_price_piece__mean=147.02; avg_price_item__mean=126.65; avg_price_piece__standard_deviation=112.81; avg_price_item__standard_deviation=93.30; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; n_items__mean=-0.34; total_items__mean=-0.34 || avg_price_piece__mean=147.02; avg_price_item__mean=126.65; avg_price_piece__standard_deviation=112.81; avg_price_item__standard_deviation=93.30; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; n_items__mean=-0.34; total_items__mean=-0.34 || avg_price_piece__mean=147.02; avg_price_item__mean=126.65; avg_price_piece__standard_deviation=112.81; avg_price_item__standard_deviation=93.30; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; n_items__mean=-0.34; total_items__mean=-0.34
97,89866b9455359f5fda7d29d3799fe763,1.0,1.0,1.0,1.0,1257,92,avg_price_piece__standard_deviation=647.71; avg_price_item__standard_deviation=535.93; avg_price_piece__mean=307.88; avg_price_item__mean=265.34; n_items__standard_deviation=-0.38; total_items__standard_deviation=-0.37; total_items__mean=-0.33; n_items__mean=-0.33 || avg_price_piece__standard_deviation=647.71; avg_price_item__standard_deviation=535.93; avg_price_piece__mean=307.88; avg_price_item__mean=265.34; n_items__standard_deviation=-0.38; total_items__standard_deviation=-0.37; total_items__mean=-0.33; n_items__mean=-0.33 || avg_price_piece__standard_deviation=647.71; avg_price_item__standard_deviation=535.93; avg_price_piece__mean=307.88; avg_price_item__mean=265.34; n_items__standard_deviation=-0.38; total_items__standard_deviation=-0.37; total_items__mean=-0.33; n_items__mean=-0.33
98,2ced317e4c1300e55874d7a6cba32a2e,1.0,1.0,1.0,1.0,1021,92,"avg_price_piece__standard_deviation=135.31; min_sum__maximum=103.58; avg_price_item__standard_deviation=99.35; avg_ecash__standard_deviation=99.10; avg_price_piece__mean=82.30; std_sum__standard_deviation=74.57; min_sum__standard_deviation=69.55; std_sum__mean=69.54; median_sum__standard_deviation=68.54; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=61.07 || avg_price_piece__standard_deviation=135.31; min_sum__maximum=103.58; avg_price_item__standard_deviation=99.35; avg_ecash__standard_deviation=99.10; avg_price_piece__mean=82.30; std_sum__standard_deviation=74.57; min_sum__standard_deviation=69.55; std_sum__mean=69.54; median_sum__standard_deviation=68.54; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=61.07 || avg_price_piece__standard_deviation=135.31; min_sum__maximum=103.58; avg_price_item__standard_deviation=99.35; avg_ecash__standard_deviation=99.10; avg_price_piece__mean=82.30; std_sum__standard_deviation=74.57; min_sum__standard_deviation=69.55; std_sum__mean=69.54; median_sum__standard_deviation=68.54; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=61.07"
99,9641536863112505f59a8028e4d2ce41,1.0,1.0,1.0,0.9721058551938055,651,92,"total_sum__fft_coefficient__attr_""abs""__coeff_1=169.91; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-148.60; total_sum__fft_coefficient__attr_""abs""__coeff_2=91.08; total_ecash__standard_deviation=77.32; total_items__standard_deviation=73.17; n_items__standard_deviation=68.99; total_sum__standard_deviation=66.35; total_sum__maximum=27.77; total_ecash__sum_values=25.31; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-25.13 || total_sum__fft_coefficient__attr_""abs""__coeff_1=169.91; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-148.60; total_sum__fft_coefficient__attr_""abs""__coeff_2=91.08; total_ecash__standard_deviation=77.32; total_items__standard_deviation=73.17; n_items__standard_deviation=68.99; total_sum__standard_deviation=66.35; total_sum__maximum=27.77; total_ecash__sum_values=25.31; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-25.13 || total_sum__fft_coefficient__attr_""abs""__coeff_1=169.91; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-148.60; total_sum__fft_coefficient__attr_""abs""__coeff_2=91.08; total_ecash__standard_deviation=77.32; total_items__standard_deviation=73.17; n_items__standard_deviation=68.99; total_sum__standard_deviation=66.35; total_sum__maximum=27.77; total_ecash__sum_values=25.31; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-25.13"
100,13de287fcae5a92d3bf2df66e738e673,1.0,1.0,1.0,1.0,749,92,"min_sum__maximum=619.41; min_sum__standard_deviation=531.53; min_sum__fft_coefficient__attr_""abs""__coeff_1=256.68; min_sum__mean=230.41; median_sum__standard_deviation=213.32; avg_sum__standard_deviation=160.53; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-135.52; std_sum__standard_deviation=87.92; median_sum__mean=44.99; max_sum__standard_deviation=44.77 || min_sum__maximum=619.41; min_sum__standard_deviation=531.53; min_sum__fft_coefficient__attr_""abs""__coeff_1=256.68; min_sum__mean=230.41; median_sum__standard_deviation=213.32; avg_sum__standard_deviation=160.53; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-135.52; std_sum__standard_deviation=87.92; median_sum__mean=44.99; max_sum__standard_deviation=44.77 || min_sum__maximum=619.41; min_sum__standard_deviation=531.53; min_sum__fft_coefficient__attr_""abs""__coeff_1=256.68; min_sum__mean=230.41; median_sum__standard_deviation=213.32; avg_sum__standard_deviation=160.53; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-135.52; std_sum__standard_deviation=87.92; median_sum__mean=44.99; max_sum__standard_deviation=44.77"
101,966bf8f58dd4ec378d0de551f2213af5,1.0,1.0,1.0,0.9807969373125728,881,92,"total_sum__fft_coefficient__attr_""abs""__coeff_2=81.84; total_sum__fft_coefficient__attr_""abs""__coeff_1=74.93; total_ecash__standard_deviation=56.37; total_sum__standard_deviation=48.57; total_sum__maximum=37.97; total_sum__minimum=33.68; total_sum__mean=23.96; total_sum__sum_values=23.96; total_sum__mean_abs_change=23.18; max_sum__minimum=21.82 || total_sum__fft_coefficient__attr_""abs""__coeff_2=81.84; total_sum__fft_coefficient__attr_""abs""__coeff_1=74.93; total_ecash__standard_deviation=56.37; total_sum__standard_deviation=48.57; total_sum__maximum=37.97; total_sum__minimum=33.68; total_sum__mean=23.96; total_sum__sum_values=23.96; total_sum__mean_abs_change=23.18; max_sum__minimum=21.82 || total_sum__fft_coefficient__attr_""abs""__coeff_2=81.84; total_sum__fft_coefficient__attr_""abs""__coeff_1=74.93; total_ecash__standard_deviation=56.37; total_sum__standard_deviation=48.57; total_sum__maximum=37.97; total_sum__minimum=33.68; total_sum__mean=23.96; total_sum__sum_values=23.96; total_sum__mean_abs_change=23.18; max_sum__minimum=21.82"
102,8912ac08c02f2124ab31dd6250520206,1.0,1.0,1.0,1.0,860,92,"avg_ecash__standard_deviation=251.60; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=204.88; median_sum__standard_deviation=198.82; std_sum__standard_deviation=176.52; avg_sum__standard_deviation=149.87; min_sum__mean=144.42; min_sum__standard_deviation=131.57; min_sum__maximum=126.77; avg_price_item__standard_deviation=119.92; max_sum__maximum=61.80 || avg_ecash__standard_deviation=251.60; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=204.88; median_sum__standard_deviation=198.82; std_sum__standard_deviation=176.52; avg_sum__standard_deviation=149.87; min_sum__mean=144.42; min_sum__standard_deviation=131.57; min_sum__maximum=126.77; avg_price_item__standard_deviation=119.92; max_sum__maximum=61.80 || avg_ecash__standard_deviation=251.60; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=204.88; median_sum__standard_deviation=198.82; std_sum__standard_deviation=176.52; avg_sum__standard_deviation=149.87; min_sum__mean=144.42; min_sum__standard_deviation=131.57; min_sum__maximum=126.77; avg_price_item__standard_deviation=119.92; max_sum__maximum=61.80"
103,b20e79d62409f7475f99bc95dac1a294,1.0,1.0,1.0,1.0,1006,92,avg_price_piece__mean=223.40; avg_price_item__mean=192.50; avg_price_piece__standard_deviation=130.91; avg_price_item__standard_deviation=108.27; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; total_items__mean=-0.34; n_items__mean=-0.34 || avg_price_piece__mean=223.40; avg_price_item__mean=192.50; avg_price_piece__standard_deviation=130.91; avg_price_item__standard_deviation=108.27; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; total_items__mean=-0.34; n_items__mean=-0.34 || avg_price_piece__mean=223.40; avg_price_item__mean=192.50; avg_price_piece__standard_deviation=130.91; avg_price_item__standard_deviation=108.27; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; total_items__mean=-0.34; n_items__mean=-0.34
104,7884a4caf4b5454069d90aae1ba2ed82,1.0,1.0,1.0,0.9954500635528918,684,92,"avg_ecash__standard_deviation=96.66; avg_ecash__mean=21.98; ecash_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-6.10; ecash_fraction__standard_deviation=1.45; ecash_fraction__value_count__value_1=0.78; total_cash__standard_deviation=0.76; ecash_fraction__count_above__t_0.99=0.75; ecash_fraction__median=-0.68; ecash_fraction__value_count__value_0=0.65; ecash_fraction__count_below__t_0.01=0.63 || avg_ecash__standard_deviation=96.66; avg_ecash__mean=21.98; ecash_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-6.10; ecash_fraction__standard_deviation=1.45; ecash_fraction__value_count__value_1=0.78; total_cash__standard_deviation=0.76; ecash_fraction__count_above__t_0.99=0.75; ecash_fraction__median=-0.68; ecash_fraction__value_count__value_0=0.65; ecash_fraction__count_below__t_0.01=0.63 || avg_ecash__standard_deviation=96.66; avg_ecash__mean=21.98; ecash_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-6.10; ecash_fraction__standard_deviation=1.45; ecash_fraction__value_count__value_1=0.78; total_cash__standard_deviation=0.76; ecash_fraction__count_above__t_0.99=0.75; ecash_fraction__median=-0.68; ecash_fraction__value_count__value_0=0.65; ecash_fraction__count_below__t_0.01=0.63"
105,a502e9275889a2e99c2d17c26c854c1f,1.0,1.0,1.0,1.0,871,92,"ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-25.13; n_bills__standard_deviation=8.61; ecash_bills_fraction__autocorrelation__lag_7=3.68; n_bills__median=3.53; n_bills__mean=3.42; ecash_bills_fraction__standard_deviation=1.51; ecash_bills_fraction__n_bills__corr=1.06; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=-0.25; ecash_fraction__ecash_bills_fraction__corr=0.15; ecash_bills_fraction__mean=-0.04 || ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-25.13; n_bills__standard_deviation=8.61; ecash_bills_fraction__autocorrelation__lag_7=3.68; n_bills__median=3.53; n_bills__mean=3.42; ecash_bills_fraction__standard_deviation=1.51; ecash_bills_fraction__n_bills__corr=1.06; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=-0.25; ecash_fraction__ecash_bills_fraction__corr=0.15; ecash_bills_fraction__mean=-0.04 || ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-25.13; n_bills__standard_deviation=8.61; ecash_bills_fraction__autocorrelation__lag_7=3.68; n_bills__median=3.53; n_bills__mean=3.42; ecash_bills_fraction__standard_deviation=1.51; ecash_bills_fraction__n_bills__corr=1.06; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=-0.25; ecash_fraction__ecash_bills_fraction__corr=0.15; ecash_bills_fraction__mean=-0.04"
106,2371dbe9c713ff4241c19d9619c37d0e,1.0,1.0,1.0,1.0,808,92,avg_price_piece__standard_deviation=127.73; avg_price_item__standard_deviation=105.64; avg_price_piece__mean=93.67; avg_price_item__mean=80.65; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; total_items__mean=-0.34; n_items__mean=-0.33 || avg_price_piece__standard_deviation=127.73; avg_price_item__standard_deviation=105.64; avg_price_piece__mean=93.67; avg_price_item__mean=80.65; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; total_items__mean=-0.34; n_items__mean=-0.33 || avg_price_piece__standard_deviation=127.73; avg_price_item__standard_deviation=105.64; avg_price_piece__mean=93.67; avg_price_item__mean=80.65; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; total_items__mean=-0.34; n_items__mean=-0.33
107,c7994f90b829bad29e676bc5df5cde56,1.0,1.0,1.0,0.9581249733076128,519,92,avg_price_item__standard_deviation=330.59; avg_price_piece__standard_deviation=211.83; avg_price_item__mean=101.21; avg_price_piece__mean=61.57; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.35; n_items__mean=-0.34; total_items__mean=-0.33 || avg_price_item__standard_deviation=330.59; avg_price_piece__standard_deviation=211.83; avg_price_item__mean=101.21; avg_price_piece__mean=61.57; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.35; n_items__mean=-0.34; total_items__mean=-0.33 || avg_price_item__standard_deviation=330.59; avg_price_piece__standard_deviation=211.83; avg_price_item__mean=101.21; avg_price_piece__mean=61.57; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.35; n_items__mean=-0.34; total_items__mean=-0.33
108,7097974c2db1f34caf5df274ae87ccae,1.0,1.0,1.0,1.0,841,92,"min_sum__minimum=3420.00; min_sum__fft_coefficient__attr_""abs""__coeff_1=339.49; avg_price_piece__standard_deviation=242.17; min_sum__mean=203.25; min_sum__standard_deviation=202.03; avg_price_item__standard_deviation=197.31; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=178.45; min_sum__maximum=169.07; avg_price_piece__mean=159.49; avg_price_item__mean=136.38 || min_sum__minimum=3420.00; min_sum__fft_coefficient__attr_""abs""__coeff_1=339.49; avg_price_piece__standard_deviation=242.17; min_sum__mean=203.25; min_sum__standard_deviation=202.03; avg_price_item__standard_deviation=197.31; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=178.45; min_sum__maximum=169.07; avg_price_piece__mean=159.49; avg_price_item__mean=136.38 || min_sum__minimum=3420.00; min_sum__fft_coefficient__attr_""abs""__coeff_1=339.49; avg_price_piece__standard_deviation=242.17; min_sum__mean=203.25; min_sum__standard_deviation=202.03; avg_price_item__standard_deviation=197.31; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=178.45; min_sum__maximum=169.07; avg_price_piece__mean=159.49; avg_price_item__mean=136.38"
109,1cc2c2a5e9cbb2464a98bfe60d25778b,1.0,1.0,1.0,0.9777060085504594,959,92,"total_sum__minimum=39.63; max_sum__fft_coefficient__attr_""abs""__coeff_1=12.86; total_sum__median=11.16; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=11.05; total_sum__mean=10.98; total_sum__sum_values=10.98; total_sum__fft_coefficient__attr_""abs""__coeff_1=9.45; max_sum__mean=7.92; max_sum__standard_deviation=7.41; max_sum__minimum=6.82 || total_sum__minimum=39.63; max_sum__fft_coefficient__attr_""abs""__coeff_1=12.86; total_sum__median=11.16; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=11.05; total_sum__mean=10.98; total_sum__sum_values=10.98; total_sum__fft_coefficient__attr_""abs""__coeff_1=9.45; max_sum__mean=7.92; max_sum__standard_deviation=7.41; max_sum__minimum=6.82 || total_sum__minimum=39.63; max_sum__fft_coefficient__attr_""abs""__coeff_1=12.86; total_sum__median=11.16; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=11.05; total_sum__mean=10.98; total_sum__sum_values=10.98; total_sum__fft_coefficient__attr_""abs""__coeff_1=9.45; max_sum__mean=7.92; max_sum__standard_deviation=7.41; max_sum__minimum=6.82"
110,1fad8378a4053acebbf27a8f0dd4b922,1.0,1.0,1.0,1.0,832,92,"avg_ecash__standard_deviation=321.69; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=152.51; avg_ecash__mean=113.13; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=103.81; std_sum__standard_deviation=90.00; median_sum__standard_deviation=59.71; avg_sum__standard_deviation=56.26; avg_price_piece__standard_deviation=53.30; max_sum__fft_coefficient__attr_""abs""__coeff_1=50.12; min_sum__fft_coefficient__attr_""abs""__coeff_1=44.33 || avg_ecash__standard_deviation=321.69; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=152.51; avg_ecash__mean=113.13; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=103.81; std_sum__standard_deviation=90.00; median_sum__standard_deviation=59.71; avg_sum__standard_deviation=56.26; avg_price_piece__standard_deviation=53.30; max_sum__fft_coefficient__attr_""abs""__coeff_1=50.12; min_sum__fft_coefficient__attr_""abs""__coeff_1=44.33 || avg_ecash__standard_deviation=321.69; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=152.51; avg_ecash__mean=113.13; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=103.81; std_sum__standard_deviation=90.00; median_sum__standard_deviation=59.71; avg_sum__standard_deviation=56.26; avg_price_piece__standard_deviation=53.30; max_sum__fft_coefficient__attr_""abs""__coeff_1=50.12; min_sum__fft_coefficient__attr_""abs""__coeff_1=44.33"
111,68cbc72d958ca6f3fbd8fe55f703c63a,1.0,1.0,1.0,1.0,1117,92,"min_sum__fft_coefficient__attr_""abs""__coeff_1=367.17; avg_price_piece__standard_deviation=264.21; min_sum__mean=259.12; avg_price_piece__mean=229.20; avg_price_item__standard_deviation=218.58; avg_price_item__mean=197.50; min_sum__standard_deviation=160.23; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-129.37; avg_ecash__standard_deviation=91.83; median_sum__standard_deviation=82.68 || min_sum__fft_coefficient__attr_""abs""__coeff_1=367.17; avg_price_piece__standard_deviation=264.21; min_sum__mean=259.12; avg_price_piece__mean=229.20; avg_price_item__standard_deviation=218.58; avg_price_item__mean=197.50; min_sum__standard_deviation=160.23; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-129.37; avg_ecash__standard_deviation=91.83; median_sum__standard_deviation=82.68 || min_sum__fft_coefficient__attr_""abs""__coeff_1=367.17; avg_price_piece__standard_deviation=264.21; min_sum__mean=259.12; avg_price_piece__mean=229.20; avg_price_item__standard_deviation=218.58; avg_price_item__mean=197.50; min_sum__standard_deviation=160.23; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-129.37; avg_ecash__standard_deviation=91.83; median_sum__standard_deviation=82.68"
112,f5a95b1f961913636c1a35ea8b62fc9a,1.0,1.0,1.0,0.959918356803099,604,92,"avg_ecash__standard_deviation=29.35; ecash_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=22.40; total_ecash__standard_deviation=15.88; avg_ecash__mean=9.59; total_ecash__sum_values=4.40; ecash_fraction__longest_strike_below_mean=3.00; total_cash__standard_deviation=1.81; ecash_fraction__standard_deviation=1.49; ecash_fraction__longest_strike_above_mean=0.87; ecash_fraction__median=-0.77 || avg_ecash__standard_deviation=29.35; ecash_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=22.40; total_ecash__standard_deviation=15.88; avg_ecash__mean=9.59; total_ecash__sum_values=4.40; ecash_fraction__longest_strike_below_mean=3.00; total_cash__standard_deviation=1.81; ecash_fraction__standard_deviation=1.49; ecash_fraction__longest_strike_above_mean=0.87; ecash_fraction__median=-0.77 || avg_ecash__standard_deviation=29.35; ecash_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=22.40; total_ecash__standard_deviation=15.88; avg_ecash__mean=9.59; total_ecash__sum_values=4.40; ecash_fraction__longest_strike_below_mean=3.00; total_cash__standard_deviation=1.81; ecash_fraction__standard_deviation=1.49; ecash_fraction__longest_strike_above_mean=0.87; ecash_fraction__median=-0.77"
113,5f4c613896b5917a87d47b3ddef07ee5,1.0,1.0,0.9991505538808616,1.0,976,92,"avg_ecash__standard_deviation=445.41; avg_price_piece__standard_deviation=305.70; avg_price_item__standard_deviation=230.49; median_sum__standard_deviation=186.78; min_sum__fft_coefficient__attr_""abs""__coeff_1=173.53; std_sum__standard_deviation=170.77; avg_sum__standard_deviation=141.89; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-108.91; avg_price_piece__mean=101.86; min_sum__standard_deviation=96.32 || avg_ecash__standard_deviation=445.41; avg_price_piece__standard_deviation=305.70; avg_price_item__standard_deviation=230.49; median_sum__standard_deviation=186.78; min_sum__fft_coefficient__attr_""abs""__coeff_1=173.53; std_sum__standard_deviation=170.77; avg_sum__standard_deviation=141.89; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-108.91; avg_price_piece__mean=101.86; min_sum__standard_deviation=96.32 || avg_ecash__standard_deviation=445.41; avg_price_piece__standard_deviation=305.70; avg_price_item__standard_deviation=230.49; median_sum__standard_deviation=186.78; min_sum__fft_coefficient__attr_""abs""__coeff_1=173.53; std_sum__standard_deviation=170.77; avg_sum__standard_deviation=141.89; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-108.91; avg_price_piece__mean=101.86; min_sum__standard_deviation=96.32"
114,f5a8907e15f2b9cdab325952ddaeae89,1.0,1.0,1.0,1.0,1376,92,"total_sum__fft_coefficient__attr_""abs""__coeff_2=276.61; total_sum__fft_coefficient__attr_""abs""__coeff_1=239.07; total_sum__standard_deviation=119.23; n_items__standard_deviation=111.93; total_items__standard_deviation=102.83; total_sum__maximum=70.81; total_sum__sum_values=62.57; total_sum__mean=62.57; n_bills__standard_deviation=58.23; n_items__mean=53.48 || total_sum__fft_coefficient__attr_""abs""__coeff_2=276.61; total_sum__fft_coefficient__attr_""abs""__coeff_1=239.07; total_sum__standard_deviation=119.23; n_items__standard_deviation=111.93; total_items__standard_deviation=102.83; total_sum__maximum=70.81; total_sum__sum_values=62.57; total_sum__mean=62.57; n_bills__standard_deviation=58.23; n_items__mean=53.48 || total_sum__fft_coefficient__attr_""abs""__coeff_2=276.61; total_sum__fft_coefficient__attr_""abs""__coeff_1=239.07; total_sum__standard_deviation=119.23; n_items__standard_deviation=111.93; total_items__standard_deviation=102.83; total_sum__maximum=70.81; total_sum__sum_values=62.57; total_sum__mean=62.57; n_bills__standard_deviation=58.23; n_items__mean=53.48"
115,c6e77a90e1288595eecceb5343e74f13,1.0,1.0,1.0,1.0,736,92,"min_sum__standard_deviation=1584.33; min_sum__maximum=1384.88; min_sum__mean=983.90; avg_ecash__standard_deviation=721.36; median_sum__standard_deviation=693.95; min_sum__fft_coefficient__attr_""abs""__coeff_1=631.80; avg_price_piece__standard_deviation=623.20; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-562.26; avg_sum__standard_deviation=515.90; avg_price_item__standard_deviation=515.64 || min_sum__standard_deviation=1584.33; min_sum__maximum=1384.88; min_sum__mean=983.90; avg_ecash__standard_deviation=721.36; median_sum__standard_deviation=693.95; min_sum__fft_coefficient__attr_""abs""__coeff_1=631.80; avg_price_piece__standard_deviation=623.20; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-562.26; avg_sum__standard_deviation=515.90; avg_price_item__standard_deviation=515.64 || min_sum__standard_deviation=1584.33; min_sum__maximum=1384.88; min_sum__mean=983.90; avg_ecash__standard_deviation=721.36; median_sum__standard_deviation=693.95; min_sum__fft_coefficient__attr_""abs""__coeff_1=631.80; avg_price_piece__standard_deviation=623.20; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-562.26; avg_sum__standard_deviation=515.90; avg_price_item__standard_deviation=515.64"
116,1cc73da1c4d7ec6e8db4cc8a468d04aa,1.0,1.0,1.0,0.9549301893163856,572,92,"ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=26.70; n_bills__standard_deviation=4.09; ecash_bills_fraction__autocorrelation__lag_7=3.86; ecash_bills_fraction__standard_deviation=1.61; ecash_bills_fraction__n_bills__corr=1.25; n_bills__mean=0.99; ecash_bills_fraction__mean=-0.39; n_bills__median=-0.35; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=-0.25; n_bills__skewness=0.07 || ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=26.70; n_bills__standard_deviation=4.09; ecash_bills_fraction__autocorrelation__lag_7=3.86; ecash_bills_fraction__standard_deviation=1.61; ecash_bills_fraction__n_bills__corr=1.25; n_bills__mean=0.99; ecash_bills_fraction__mean=-0.39; n_bills__median=-0.35; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=-0.25; n_bills__skewness=0.07 || ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=26.70; n_bills__standard_deviation=4.09; ecash_bills_fraction__autocorrelation__lag_7=3.86; ecash_bills_fraction__standard_deviation=1.61; ecash_bills_fraction__n_bills__corr=1.25; n_bills__mean=0.99; ecash_bills_fraction__mean=-0.39; n_bills__median=-0.35; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=-0.25; n_bills__skewness=0.07"
117,e148ae408784f67c514c5ca79bb4697d,1.0,1.0,1.0,1.0,1295,92,"avg_price_piece__standard_deviation=264.07; avg_price_piece__mean=231.06; avg_price_item__standard_deviation=218.46; avg_price_item__mean=199.11; min_sum__mean=150.68; min_sum__standard_deviation=107.78; min_sum__fft_coefficient__attr_""abs""__coeff_1=75.43; median_sum__standard_deviation=72.86; min_sum__maximum=69.46; std_sum__standard_deviation=67.38 || avg_price_piece__standard_deviation=264.07; avg_price_piece__mean=231.06; avg_price_item__standard_deviation=218.46; avg_price_item__mean=199.11; min_sum__mean=150.68; min_sum__standard_deviation=107.78; min_sum__fft_coefficient__attr_""abs""__coeff_1=75.43; median_sum__standard_deviation=72.86; min_sum__maximum=69.46; std_sum__standard_deviation=67.38 || avg_price_piece__standard_deviation=264.07; avg_price_piece__mean=231.06; avg_price_item__standard_deviation=218.46; avg_price_item__mean=199.11; min_sum__mean=150.68; min_sum__standard_deviation=107.78; min_sum__fft_coefficient__attr_""abs""__coeff_1=75.43; median_sum__standard_deviation=72.86; min_sum__maximum=69.46; std_sum__standard_deviation=67.38"
