final_rank,kkt_id,final_kkt_anomaly_score,best_score,mean_score,ts_final_score,ts_total_anomaly_days,ts_total_days,explanation
55,2eb72a1b5ef2edceeb5be0a28467ab09,1.0,1.0,1.0,1.0,683,92,avg_price_piece__standard_deviation=136.26; avg_price_item__standard_deviation=102.77; avg_price_piece__mean=71.31; avg_price_item__mean=46.25; n_items__standard_deviation=-0.31; total_items__standard_deviation=-0.30; total_items__mean=-0.21; n_items__mean=-0.18 || avg_price_piece__standard_deviation=136.26; avg_price_item__standard_deviation=102.77; avg_price_piece__mean=71.31; avg_price_item__mean=46.25; n_items__standard_deviation=-0.31; total_items__standard_deviation=-0.30; total_items__mean=-0.21; n_items__mean=-0.18 || avg_price_piece__standard_deviation=136.26; avg_price_item__standard_deviation=102.77; avg_price_piece__mean=71.31; avg_price_item__mean=46.25; n_items__standard_deviation=-0.31; total_items__standard_deviation=-0.30; total_items__mean=-0.21; n_items__mean=-0.18
56,e357c0779e1b3ac04b218ff58d649323,1.0,1.0,1.0,1.0,885,92,avg_price_piece__standard_deviation=523.37; avg_price_item__standard_deviation=433.03; avg_price_piece__mean=278.38; avg_price_item__mean=239.90; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; n_items__mean=-0.34; total_items__mean=-0.34 || avg_price_piece__standard_deviation=523.37; avg_price_item__standard_deviation=433.03; avg_price_piece__mean=278.38; avg_price_item__mean=239.90; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; n_items__mean=-0.34; total_items__mean=-0.34 || avg_price_piece__standard_deviation=523.37; avg_price_item__standard_deviation=433.03; avg_price_piece__mean=278.38; avg_price_item__mean=239.90; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; n_items__mean=-0.34; total_items__mean=-0.34
57,b5f4a26de89820a28d8e7cdb4e42fcc8,1.0,1.0,1.0,0.9667206376773138,549,92,"min_sum__maximum=561.94; min_sum__standard_deviation=381.59; avg_price_piece__standard_deviation=363.63; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=315.60; min_sum__fft_coefficient__attr_""abs""__coeff_1=283.51; avg_price_item__standard_deviation=274.30; median_sum__standard_deviation=209.81; avg_sum__standard_deviation=157.71; min_sum__mean=114.44; avg_ecash__standard_deviation=94.85 || min_sum__maximum=561.94; min_sum__standard_deviation=381.59; avg_price_piece__standard_deviation=363.63; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=315.60; min_sum__fft_coefficient__attr_""abs""__coeff_1=283.51; avg_price_item__standard_deviation=274.30; median_sum__standard_deviation=209.81; avg_sum__standard_deviation=157.71; min_sum__mean=114.44; avg_ecash__standard_deviation=94.85 || min_sum__maximum=561.94; min_sum__standard_deviation=381.59; avg_price_piece__standard_deviation=363.63; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=315.60; min_sum__fft_coefficient__attr_""abs""__coeff_1=283.51; avg_price_item__standard_deviation=274.30; median_sum__standard_deviation=209.81; avg_sum__standard_deviation=157.71; min_sum__mean=114.44; avg_ecash__standard_deviation=94.85"
58,0dc61b2c7bda0d3d79f116ce67390cdc,1.0,1.0,0.9853921900110452,1.0,807,92,"avg_price_piece__mean=166.12; avg_price_piece__standard_deviation=140.21; min_sum__mean=25.95; min_sum__standard_deviation=18.35; avg_price_item__standard_deviation=14.61; avg_price_item__mean=13.31; min_sum__fft_coefficient__attr_""abs""__coeff_1=12.17; median_sum__standard_deviation=11.89; median_sum__mean=11.18; min_sum__maximum=10.34 || avg_price_piece__mean=166.12; avg_price_piece__standard_deviation=140.21; min_sum__mean=25.95; min_sum__standard_deviation=18.35; avg_price_item__standard_deviation=14.61; avg_price_item__mean=13.31; min_sum__fft_coefficient__attr_""abs""__coeff_1=12.17; median_sum__standard_deviation=11.89; median_sum__mean=11.18; min_sum__maximum=10.34 || avg_price_piece__mean=166.12; avg_price_piece__standard_deviation=140.21; avg_price_item__standard_deviation=14.61; avg_price_item__mean=13.31; total_items__standard_deviation=-0.31; n_items__standard_deviation=-0.30; total_items__mean=-0.21; n_items__mean=-0.18"
59,58b5c2b1995bd006b081d2f26164f932,1.0,1.0,1.0,1.0,1249,92,"n_bills__standard_deviation=23.68; n_bills__mean=12.20; n_bills__median=8.96; ecash_bills_fraction__autocorrelation__lag_7=-0.60; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=0.46; n_bills__skewness=0.45; ecash_fraction__ecash_bills_fraction__corr=-0.30; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=0.25; ecash_bills_fraction__n_bills__corr=0.14; ecash_bills_fraction__standard_deviation=0.09 || n_bills__standard_deviation=23.68; n_bills__mean=12.20; n_bills__median=8.96; ecash_bills_fraction__autocorrelation__lag_7=-0.60; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=0.46; n_bills__skewness=0.45; ecash_fraction__ecash_bills_fraction__corr=-0.30; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=0.25; ecash_bills_fraction__n_bills__corr=0.14; ecash_bills_fraction__standard_deviation=0.09 || n_bills__standard_deviation=23.68; n_bills__mean=12.20; n_bills__median=8.96; ecash_bills_fraction__autocorrelation__lag_7=-0.60; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=0.46; n_bills__skewness=0.45; ecash_fraction__ecash_bills_fraction__corr=-0.30; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=0.25; ecash_bills_fraction__n_bills__corr=0.14; ecash_bills_fraction__standard_deviation=0.09"
60,2ee9778829c6141387c80b4fa5a38a32,1.0,1.0,1.0,0.9621034290951712,780,92,"median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-58.71; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-54.95; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-50.18; total_sum__fft_coefficient__attr_""abs""__coeff_1=43.87; max_sum__fft_coefficient__attr_""abs""__coeff_1=37.28; total_sum__fft_coefficient__attr_""abs""__coeff_2=30.51; total_ecash__standard_deviation=20.65; std_sum__median=17.80; total_sum__standard_deviation=17.66; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-17.55 || median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-58.71; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-54.95; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-50.18; total_sum__fft_coefficient__attr_""abs""__coeff_1=43.87; max_sum__fft_coefficient__attr_""abs""__coeff_1=37.28; total_sum__fft_coefficient__attr_""abs""__coeff_2=30.51; total_ecash__standard_deviation=20.65; std_sum__median=17.80; total_sum__standard_deviation=17.66; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-17.55 || median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-58.71; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-54.95; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-50.18; total_sum__fft_coefficient__attr_""abs""__coeff_1=43.87; max_sum__fft_coefficient__attr_""abs""__coeff_1=37.28; total_sum__fft_coefficient__attr_""abs""__coeff_2=30.51; total_ecash__standard_deviation=20.65; std_sum__median=17.80; total_sum__standard_deviation=17.66; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-17.55"
61,0dc4d8e9a03b4c9f53f3d4959e460a97,1.0,1.0,1.0,1.0,1054,92,avg_price_piece__mean=81.68; avg_price_piece__standard_deviation=54.45; avg_price_item__mean=52.98; avg_price_item__standard_deviation=41.06; n_items__standard_deviation=-0.30; total_items__standard_deviation=-0.30; total_items__mean=-0.20; n_items__mean=-0.18 || avg_price_piece__mean=81.68; avg_price_piece__standard_deviation=54.45; avg_price_item__mean=52.98; avg_price_item__standard_deviation=41.06; n_items__standard_deviation=-0.30; total_items__standard_deviation=-0.30; total_items__mean=-0.20; n_items__mean=-0.18 || avg_price_piece__mean=81.68; avg_price_piece__standard_deviation=54.45; avg_price_item__mean=52.98; avg_price_item__standard_deviation=41.06; n_items__standard_deviation=-0.30; total_items__standard_deviation=-0.30; total_items__mean=-0.20; n_items__mean=-0.18
62,0aea7ed583685817d2e79fd5579b9e48,1.0,1.0,1.0,0.9859176214363128,616,92,"avg_price_piece__standard_deviation=609.12; avg_price_item__standard_deviation=503.99; min_sum__standard_deviation=406.17; min_sum__maximum=335.60; min_sum__fft_coefficient__attr_""abs""__coeff_1=296.67; min_sum__mean=272.80; avg_price_piece__mean=193.29; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-173.01; median_sum__standard_deviation=172.62; avg_price_item__mean=166.54 || avg_price_piece__standard_deviation=609.12; avg_price_item__standard_deviation=503.99; min_sum__standard_deviation=406.17; min_sum__maximum=335.60; min_sum__fft_coefficient__attr_""abs""__coeff_1=296.67; min_sum__mean=272.80; avg_price_piece__mean=193.29; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-173.01; median_sum__standard_deviation=172.62; avg_price_item__mean=166.54 || avg_price_piece__standard_deviation=609.12; avg_price_item__standard_deviation=503.99; min_sum__standard_deviation=406.17; min_sum__maximum=335.60; min_sum__fft_coefficient__attr_""abs""__coeff_1=296.67; min_sum__mean=272.80; avg_price_piece__mean=193.29; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-173.01; median_sum__standard_deviation=172.62; avg_price_item__mean=166.54"
63,99c46269d8361c9cfb4f6686f4808893,1.0,1.0,1.0,0.9486697425009416,486,92,"min_sum__fft_coefficient__attr_""abs""__coeff_1=347.02; min_sum__maximum=299.66; min_sum__standard_deviation=280.81; avg_ecash__standard_deviation=219.46; avg_price_piece__standard_deviation=180.89; median_sum__standard_deviation=166.79; min_sum__mean=142.43; avg_price_item__standard_deviation=136.38; avg_sum__standard_deviation=127.36; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=114.95 || min_sum__fft_coefficient__attr_""abs""__coeff_1=347.02; min_sum__maximum=299.66; min_sum__standard_deviation=280.81; avg_ecash__standard_deviation=219.46; avg_price_piece__standard_deviation=180.89; median_sum__standard_deviation=166.79; min_sum__mean=142.43; avg_price_item__standard_deviation=136.38; avg_sum__standard_deviation=127.36; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=114.95 || min_sum__fft_coefficient__attr_""abs""__coeff_1=347.02; min_sum__maximum=299.66; min_sum__standard_deviation=280.81; avg_ecash__standard_deviation=219.46; avg_price_piece__standard_deviation=180.89; median_sum__standard_deviation=166.79; min_sum__mean=142.43; avg_price_item__standard_deviation=136.38; avg_sum__standard_deviation=127.36; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=114.95"
64,f309ca00d4535ea184f637a387e18c2d,1.0,1.0,1.0,1.0,845,92,"total_sum__fft_coefficient__attr_""abs""__coeff_1=71.21; total_sum__fft_coefficient__attr_""abs""__coeff_2=46.96; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-46.61; total_ecash__standard_deviation=37.07; total_items__standard_deviation=34.77; n_items__standard_deviation=33.28; total_sum__standard_deviation=31.78; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-25.05; ecash_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-23.53; total_sum__maximum=20.11 || total_sum__fft_coefficient__attr_""abs""__coeff_1=71.21; total_sum__fft_coefficient__attr_""abs""__coeff_2=46.96; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-46.61; total_ecash__standard_deviation=37.07; total_items__standard_deviation=34.77; n_items__standard_deviation=33.28; total_sum__standard_deviation=31.78; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-25.05; ecash_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-23.53; total_sum__maximum=20.11 || total_sum__fft_coefficient__attr_""abs""__coeff_1=71.21; total_sum__fft_coefficient__attr_""abs""__coeff_2=46.96; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-46.61; total_ecash__standard_deviation=37.07; total_items__standard_deviation=34.77; n_items__standard_deviation=33.28; total_sum__standard_deviation=31.78; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-25.05; ecash_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-23.53; total_sum__maximum=20.11"
65,a262639adc5f7f71774a79e63c55530e,1.0,1.0,1.0,1.0,1215,92,min_sum__minimum=1000.00; avg_price_piece__standard_deviation=411.12; avg_price_item__standard_deviation=340.14; std_sum__standard_deviation=259.72; avg_price_piece__mean=228.64; avg_price_item__mean=197.02; max_sum__maximum=144.85; max_sum__standard_deviation=111.32; avg_sum__standard_deviation=94.99; avg_ecash__standard_deviation=76.48 || min_sum__minimum=1000.00; avg_price_piece__standard_deviation=411.12; avg_price_item__standard_deviation=340.14; std_sum__standard_deviation=259.72; avg_price_piece__mean=228.64; avg_price_item__mean=197.02; max_sum__maximum=144.85; max_sum__standard_deviation=111.32; avg_sum__standard_deviation=94.99; avg_ecash__standard_deviation=76.48 || min_sum__minimum=1000.00; avg_price_piece__standard_deviation=411.12; avg_price_item__standard_deviation=340.14; std_sum__standard_deviation=259.72; avg_price_piece__mean=228.64; avg_price_item__mean=197.02; max_sum__maximum=144.85; max_sum__standard_deviation=111.32; avg_sum__standard_deviation=94.99; avg_ecash__standard_deviation=76.48
66,7b3c2c28c2ee5cbf1e039bffa812d2ec,1.0,1.0,1.0,1.0,1344,92,"min_sum__mean=147.30; min_sum__standard_deviation=72.02; min_sum__fft_coefficient__attr_""abs""__coeff_1=70.29; median_sum__mean=66.33; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=59.43; avg_sum__mean=50.02; median_sum__standard_deviation=41.45; min_sum__maximum=33.15; avg_sum__standard_deviation=29.65; max_sum__mean=13.76 || min_sum__mean=147.30; min_sum__standard_deviation=72.02; min_sum__fft_coefficient__attr_""abs""__coeff_1=70.29; median_sum__mean=66.33; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=59.43; avg_sum__mean=50.02; median_sum__standard_deviation=41.45; min_sum__maximum=33.15; avg_sum__standard_deviation=29.65; max_sum__mean=13.76 || min_sum__mean=147.30; min_sum__standard_deviation=72.02; min_sum__fft_coefficient__attr_""abs""__coeff_1=70.29; median_sum__mean=66.33; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=59.43; avg_sum__mean=50.02; median_sum__standard_deviation=41.45; min_sum__maximum=33.15; avg_sum__standard_deviation=29.65; max_sum__mean=13.76"
67,4e7aefc7ee1ee6e5e07bb1ceab122deb,1.0,1.0,0.9862803727646724,1.0,952,92,avg_price_piece__standard_deviation=147.24; avg_price_piece__mean=114.84; avg_price_item__standard_deviation=111.06; avg_price_item__mean=74.49; n_items__standard_deviation=-0.30; total_items__standard_deviation=-0.30; total_items__mean=-0.21; n_items__mean=-0.18 || avg_price_piece__standard_deviation=147.24; avg_price_piece__mean=114.84; avg_price_item__standard_deviation=111.06; avg_price_item__mean=74.49; n_items__standard_deviation=-0.30; total_items__standard_deviation=-0.30; total_items__mean=-0.21; n_items__mean=-0.18 || avg_price_piece__standard_deviation=147.24; avg_price_piece__mean=114.84; avg_price_item__standard_deviation=111.06; avg_price_item__mean=74.49; n_items__standard_deviation=-0.30; total_items__standard_deviation=-0.30; total_items__mean=-0.21; n_items__mean=-0.18
68,99daab95353cdc00acbf0beda084cfeb,1.0,1.0,0.9997371738510964,1.0,974,92,"std_sum__mean=69.17; std_sum__median=54.04; max_sum__mean=44.27; std_sum__standard_deviation=43.04; avg_ecash__mean=31.03; max_sum__standard_deviation=30.75; max_sum__maximum=27.03; avg_sum__mean=20.83; max_sum__fft_coefficient__attr_""abs""__coeff_1=19.83; avg_ecash__standard_deviation=18.21 || std_sum__mean=69.17; std_sum__median=54.04; max_sum__mean=44.27; std_sum__standard_deviation=43.04; avg_ecash__mean=31.03; max_sum__standard_deviation=30.75; max_sum__maximum=27.03; avg_sum__mean=20.83; max_sum__fft_coefficient__attr_""abs""__coeff_1=19.83; avg_ecash__standard_deviation=18.21 || std_sum__mean=69.17; std_sum__median=54.04; max_sum__mean=44.27; std_sum__standard_deviation=43.04; avg_ecash__mean=31.03; max_sum__standard_deviation=30.75; max_sum__maximum=27.03; avg_sum__mean=20.83; max_sum__fft_coefficient__attr_""abs""__coeff_1=19.83; avg_ecash__standard_deviation=18.21"
69,c4128759e4023667dcf8247657e5a65b,1.0,1.0,1.0,0.9910816346159528,1142,92,"min_sum__minimum=587.00; total_sum__minimum=201.41; total_sum__fft_coefficient__attr_""abs""__coeff_2=43.64; total_sum__fft_coefficient__attr_""abs""__coeff_1=32.72; total_sum__standard_deviation=22.47; total_sum__mean=21.13; total_sum__sum_values=21.13; total_sum__maximum=20.05; total_sum__median=18.62; total_sum__mean_abs_change=18.05 || min_sum__minimum=587.00; total_sum__minimum=201.41; total_sum__fft_coefficient__attr_""abs""__coeff_2=43.64; total_sum__fft_coefficient__attr_""abs""__coeff_1=32.72; total_sum__standard_deviation=22.47; total_sum__mean=21.13; total_sum__sum_values=21.13; total_sum__maximum=20.05; total_sum__median=18.62; total_sum__mean_abs_change=18.05 || min_sum__minimum=587.00; total_sum__minimum=201.41; total_sum__fft_coefficient__attr_""abs""__coeff_2=43.64; total_sum__fft_coefficient__attr_""abs""__coeff_1=32.72; total_sum__standard_deviation=22.47; total_sum__mean=21.13; total_sum__sum_values=21.13; total_sum__maximum=20.05; total_sum__median=18.62; total_sum__mean_abs_change=18.05"
70,04ced0f0022645c6eeb403a0d20b0fdd,1.0,1.0,1.0,1.0,1304,92,"min_sum__minimum=100.00; total_sum__minimum=57.09; max_sum__maximum=36.23; max_sum__minimum=33.28; max_sum__standard_deviation=32.78; max_sum__fft_coefficient__attr_""abs""__coeff_1=32.52; max_sum__mean=31.59; std_sum__mean=30.42; std_sum__standard_deviation=29.03; avg_sum__mean=21.78 || min_sum__minimum=100.00; total_sum__minimum=57.09; max_sum__maximum=36.23; max_sum__minimum=33.28; max_sum__standard_deviation=32.78; max_sum__fft_coefficient__attr_""abs""__coeff_1=32.52; max_sum__mean=31.59; std_sum__mean=30.42; std_sum__standard_deviation=29.03; avg_sum__mean=21.78 || min_sum__minimum=100.00; total_sum__minimum=57.09; max_sum__maximum=36.23; max_sum__minimum=33.28; max_sum__standard_deviation=32.78; max_sum__fft_coefficient__attr_""abs""__coeff_1=32.52; max_sum__mean=31.59; std_sum__mean=30.42; std_sum__standard_deviation=29.03; avg_sum__mean=21.78"
71,11319591eb2342817b697f8923bf8779,1.0,1.0,1.0,0.9890693650385364,627,92,"min_sum__maximum=1752.69; min_sum__standard_deviation=1486.67; avg_price_item__standard_deviation=825.39; min_sum__fft_coefficient__attr_""abs""__coeff_1=709.49; median_sum__standard_deviation=627.07; min_sum__mean=490.84; avg_sum__standard_deviation=464.20; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=188.82; std_sum__standard_deviation=154.25; avg_price_item__mean=137.12 || min_sum__maximum=1752.69; min_sum__standard_deviation=1486.67; avg_price_item__standard_deviation=825.39; min_sum__fft_coefficient__attr_""abs""__coeff_1=709.49; median_sum__standard_deviation=627.07; min_sum__mean=490.84; avg_sum__standard_deviation=464.20; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=188.82; std_sum__standard_deviation=154.25; avg_price_item__mean=137.12 || min_sum__maximum=1752.69; min_sum__standard_deviation=1486.67; avg_price_item__standard_deviation=825.39; min_sum__fft_coefficient__attr_""abs""__coeff_1=709.49; median_sum__standard_deviation=627.07; min_sum__mean=490.84; avg_sum__standard_deviation=464.20; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=188.82; std_sum__standard_deviation=154.25; avg_price_item__mean=137.12"
72,874539d3232afe7c4f206773fa036451,1.0,1.0,1.0,1.0,1272,92,"std_sum__standard_deviation=333.93; std_sum__mean=289.18; avg_price_piece__standard_deviation=235.69; avg_ecash__standard_deviation=232.21; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=198.39; avg_price_item__standard_deviation=186.95; avg_sum__standard_deviation=172.78; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=164.02; max_sum__standard_deviation=149.98; median_sum__standard_deviation=144.99 || std_sum__standard_deviation=333.93; std_sum__mean=289.18; avg_price_piece__standard_deviation=235.69; avg_ecash__standard_deviation=232.21; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=198.39; avg_price_item__standard_deviation=186.95; avg_sum__standard_deviation=172.78; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=164.02; max_sum__standard_deviation=149.98; median_sum__standard_deviation=144.99 || std_sum__standard_deviation=333.93; std_sum__mean=289.18; avg_price_piece__standard_deviation=235.69; avg_ecash__standard_deviation=232.21; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=198.39; avg_price_item__standard_deviation=186.95; avg_sum__standard_deviation=172.78; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=164.02; max_sum__standard_deviation=149.98; median_sum__standard_deviation=144.99"
73,f21d519e9cfad2a105ba71ecc380bd65,1.0,1.0,1.0,1.0,882,92,"min_sum__fft_coefficient__attr_""abs""__coeff_1=444.90; min_sum__mean=399.19; min_sum__standard_deviation=318.20; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-186.70; median_sum__standard_deviation=151.02; min_sum__maximum=123.20; avg_sum__standard_deviation=112.27; median_sum__mean=85.91; avg_sum__mean=57.03; std_sum__standard_deviation=23.33 || min_sum__fft_coefficient__attr_""abs""__coeff_1=444.90; min_sum__mean=399.19; min_sum__standard_deviation=318.20; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-186.70; median_sum__standard_deviation=151.02; min_sum__maximum=123.20; avg_sum__standard_deviation=112.27; median_sum__mean=85.91; avg_sum__mean=57.03; std_sum__standard_deviation=23.33 || min_sum__fft_coefficient__attr_""abs""__coeff_1=444.90; min_sum__mean=399.19; min_sum__standard_deviation=318.20; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=-186.70; median_sum__standard_deviation=151.02; min_sum__maximum=123.20; avg_sum__standard_deviation=112.27; median_sum__mean=85.91; avg_sum__mean=57.03; std_sum__standard_deviation=23.33"
74,96bd134b19bdad3e263ee866b8230ede,1.0,1.0,1.0,1.0,729,92,avg_price_piece__standard_deviation=212.70; avg_price_item__standard_deviation=175.96; avg_price_piece__mean=95.59; avg_price_item__mean=82.31; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; n_items__mean=-0.34; total_items__mean=-0.34 || avg_price_piece__standard_deviation=212.70; avg_price_item__standard_deviation=175.96; avg_price_piece__mean=95.59; avg_price_item__mean=82.31; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; n_items__mean=-0.34; total_items__mean=-0.34 || avg_price_piece__standard_deviation=212.70; avg_price_item__standard_deviation=175.96; avg_price_piece__mean=95.59; avg_price_item__mean=82.31; n_items__standard_deviation=-0.39; total_items__standard_deviation=-0.38; n_items__mean=-0.34; total_items__mean=-0.34
75,2d537a7c6ff3825f016bd96d4af0e02a,1.0,1.0,1.0,1.0,1351,92,"total_sum__fft_coefficient__attr_""abs""__coeff_1=241.70; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-221.43; total_sum__standard_deviation=101.81; n_items__standard_deviation=98.97; total_items__standard_deviation=91.81; total_sum__fft_coefficient__attr_""abs""__coeff_2=71.19; total_sum__median=65.16; total_sum__mean=64.53; total_sum__sum_values=64.53; total_sum__maximum=58.16 || total_sum__fft_coefficient__attr_""abs""__coeff_1=241.70; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-221.43; total_sum__standard_deviation=101.81; n_items__standard_deviation=98.97; total_items__standard_deviation=91.81; total_sum__fft_coefficient__attr_""abs""__coeff_2=71.19; total_sum__median=65.16; total_sum__mean=64.53; total_sum__sum_values=64.53; total_sum__maximum=58.16 || total_sum__fft_coefficient__attr_""abs""__coeff_1=241.70; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-221.43; total_sum__standard_deviation=101.81; n_items__standard_deviation=98.97; total_items__standard_deviation=91.81; total_sum__fft_coefficient__attr_""abs""__coeff_2=71.19; total_sum__median=65.16; total_sum__mean=64.53; total_sum__sum_values=64.53; total_sum__maximum=58.16"
76,df7bf8197dbf17f2d36619972f97b7f5,1.0,1.0,0.9813301639953124,1.0,814,92,"min_sum__fft_coefficient__attr_""abs""__coeff_1=98.87; min_sum__standard_deviation=88.43; min_sum__mean=80.53; total_cash__standard_deviation=66.32; avg_price_item__standard_deviation=60.53; median_sum__standard_deviation=52.32; avg_price_piece__standard_deviation=44.30; avg_sum__standard_deviation=38.91; min_sum__maximum=36.49; avg_price_item__mean=32.63 || min_sum__fft_coefficient__attr_""abs""__coeff_1=98.87; min_sum__standard_deviation=88.43; min_sum__mean=80.53; total_cash__standard_deviation=66.32; avg_price_item__standard_deviation=60.53; median_sum__standard_deviation=52.32; avg_price_piece__standard_deviation=44.30; avg_sum__standard_deviation=38.91; min_sum__maximum=36.49; avg_price_item__mean=32.63 || avg_price_item__standard_deviation=60.53; avg_price_piece__standard_deviation=44.30; avg_price_item__mean=32.63; avg_price_piece__mean=14.95; total_items__standard_deviation=8.14; total_items__mean=0.45; n_items__standard_deviation=-0.23; n_items__mean=-0.18"
77,b265ef39bb5ca725b3c8c3c88c8d3fb3,1.0,1.0,1.0,0.968628898927184,819,92,total_cash__sum_values=15.84; total_ecash__sum_values=8.69; total_cash__standard_deviation=3.47; total_ecash__standard_deviation=2.55; avg_ecash__mean=1.81; ecash_fraction__maximum=-1.46; ecash_fraction__minimum=1.11; avg_cash__avg_ecash__corr=0.80; total_cash__total_ecash__corr=0.61; ecash_fraction__standard_deviation=-0.28 || total_cash__sum_values=15.84; total_ecash__sum_values=8.69; total_cash__standard_deviation=3.47; total_ecash__standard_deviation=2.55; avg_ecash__mean=1.81; ecash_fraction__maximum=-1.46; ecash_fraction__minimum=1.11; avg_cash__avg_ecash__corr=0.80; total_cash__total_ecash__corr=0.61; ecash_fraction__standard_deviation=-0.28 || total_cash__sum_values=15.84; total_ecash__sum_values=8.69; total_cash__standard_deviation=3.47; total_ecash__standard_deviation=2.55; avg_ecash__mean=1.81; ecash_fraction__maximum=-1.46; ecash_fraction__minimum=1.11; avg_cash__avg_ecash__corr=0.80; total_cash__total_ecash__corr=0.61; ecash_fraction__standard_deviation=-0.28
